Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
D1;02.10.2004;Werder Bremen;Bayern Munich;1;2;A;0;1;A;16;8;15;30;6;6;3;4;0;0;lut.37;03.lut;lut.62;02.kwi;03.mar;02.cze;02.maj;mar.25;02.lip;02.maj;3;02.maj;02.kwi;mar.25;02.maj;02.maj;03.lut;02.cze;02.kwi;03.sty;02.cze;sty.65;2;01.lip;02.sty;02.lut;01.cze;-0.25;;;;01.wrz;2;0
D1;02.10.2004;Wolfsburg;M'gladbach;2;1;H;2;1;H;13;11;22;20;8;3;0;4;0;0;sty.61;03.kwi;5;sty.65;03.maj;04.sie;01.lip;03.kwi;05.sty;sty.65;03.mar;04.kwi;sty.57;03.maj;5;sty.62;03.cze;5;sty.57;03.maj;5;01.cze;lut.15;sty.57;02.mar;sty.85;2;-0.75;sty.86;sty.98;-0.75;1.875;2.025;-0.75
D1;03.10.2004;Bielefeld;Stuttgart;0;2;A;0;1;A;8;12;9;22;6;3;0;0;0;0;mar.25;mar.25;2;03.lip;03.mar;01.wrz;03.maj;mar.25;02.maj;03.maj;03.sty;01.wrz;03.lut;03.lut;2;03.maj;03.lut;2;3;03.sty;lut.15;sty.75;sty.95;01.wrz;01.wrz;02.sty;sty.67;0.25;sty.88;sty.96;0.5;sty.85;02.maj;0.5
D1;03.10.2004;Schalke 04;Bochum;3;2;H;3;0;H;17;19;16;20;4;8;4;3;1;0;01.wrz;mar.25;03.maj;sty.75;03.kwi;04.lut;01.sie;03.mar;04.maj;01.sie;03.sty;03.sie;sty.91;03.lut;03.maj;sty.83;03.mar;4;01.sie;03.sty;4;sty.65;02.maj;sty.61;lut.25;01.maj;lut.45;-0.25;01.sie;02.kwi;-0.5;1.825;2.075;-0.5
D1;16.10.2004;Bayern Munich;Schalke 04;0;1;A;0;0;D;8;9;22;17;8;3;3;3;0;0;sty.57;03.kwi;05.maj;01.maj;03.wrz;05.cze;sty.55;03.sie;maj.85;01.maj;03.lip;5;01.maj;03.kwi;6;01.maj;mar.75;6;sty.53;03.maj;05.maj;sty.55;lut.25;sty.61;lut.25;2;01.sie;-1;02.kwi;01.sie;-1;2.075;1.825;-1
D1;16.10.2004;Bochum;Hansa Rostock;0;1;A;0;0;D;16;16;19;20;7;7;2;3;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;sty.85;mar.35;kwi.15;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;sty.75;03.kwi;kwi.33;sty.83;03.lut;mar.75;01.cze;lut.15;sty.66;lut.15;sty.85;sty.85;-0.5;02.gru;sty.72;-0.75;lut.15;sty.75;-0.75
D1;16.10.2004;Hamburg;Bielefeld;0;2;A;0;0;D;23;11;19;16;6;4;3;1;0;0;sty.72;mar.25;kwi.33;01.lip;03.maj;04.kwi;sty.73;03.kwi;kwi.85;sty.75;03.lut;4;sty.73;03.kwi;4;sty.75;03.kwi;kwi.33;sty.72;03.lut;kwi.33;01.cze;lut.15;sty.65;02.lut;02.sty;sty.67;-1;sty.88;sty.96;-0.75;1.875;2.025;-0.75
D1;16.10.2004;Hertha;Leverkusen;3;1;H;1;0;H;13;9;19;20;4;0;4;2;0;0;lut.37;03.lut;lut.62;02.mar;03.lut;02.sie;lut.47;03.lut;lut.75;02.kwi;02.wrz;02.lip;02.kwi;mar.25;02.maj;02.kwi;03.lut;02.lip;lut.37;3;02.lip;sty.71;2;sty.65;02.lut;sty.72;2;0;lut.14;01.lip;-0.25;lut.15;sty.75;-0.25
D1;16.10.2004;Mainz;Werder Bremen;2;1;H;0;0;D;14;11;17;21;5;3;1;3;0;0;lut.75;mar.25;lut.25;03.sty;03.mar;02.sty;03.sty;03.mar;02.lut;02.wrz;3;02.lut;lut.75;03.lut;lut.25;02.sie;mar.25;02.mar;02.sie;03.sty;lut.25;01.cze;lut.15;sty.66;lut.15;2;01.sie;0.25;2;sty.84;0.25;2;01.wrz;0.25
D1;16.10.2004;Nurnberg;Freiburg;3;0;H;1;0;H;13;4;20;14;3;4;4;1;0;0;01.wrz;mar.25;03.maj;01.wrz;mar.25;03.lip;sty.95;mar.25;mar.85;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;sty.95;03.sty;03.maj;sty.65;02.maj;01.sie;2;sty.95;sty.76;-0.5;;;;1.975;1.925;-0.5
D1;16.10.2004;Stuttgart;Dortmund;2;0;H;0;0;D;18;11;18;23;4;5;2;4;0;0;sty.83;mar.25;mar.75;sty.85;03.mar;mar.85;sty.88;mar.35;4;01.wrz;03.sty;03.maj;01.sie;mar.25;mar.75;sty.91;mar.25;mar.75;01.sie;03.sty;4;sty.71;2;01.sie;2;sty.65;lut.15;-0.25;sty.88;sty.96;-0.5;sty.95;sty.95;-0.5
D1;17.10.2004;Hannover;Wolfsburg;3;0;H;1;0;H;12;12;14;14;5;8;0;3;0;0;02.maj;03.lut;02.maj;02.maj;03.mar;02.maj;lut.68;03.lut;lut.55;02.lip;02.wrz;02.kwi;02.maj;mar.25;02.kwi;02.cze;03.lut;02.maj;02.cze;03.sty;02.kwi;sty.65;02.maj;01.lip;02.sty;sty.95;sty.85;0;2;sty.84;0;2.025;1.875;0
D1;17.10.2004;M'gladbach;Kaiserslautern;2;0;H;0;0;D;13;8;9;27;7;3;1;3;1;1;01.wrz;mar.25;03.maj;01.wrz;mar.25;03.lip;sty.95;mar.25;mar.85;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.95;mar.25;03.cze;2;03.sty;03.mar;01.cze;lut.15;sty.66;lut.15;sty.95;sty.76;-0.5;sty.86;sty.98;-0.5;1.875;2.025;-0.5
D1;23.10.2004;Bielefeld;Hertha;1;0;H;1;0;H;11;13;19;19;6;1;1;1;0;0;lut.37;03.lut;lut.62;lut.55;mar.15;lut.55;02.maj;03.lut;lut.75;02.maj;3;02.maj;02.kwi;mar.25;02.maj;02.maj;03.sty;lut.62;lut.37;03.sty;lut.62;sty.85;sty.85;sty.85;sty.95;01.wrz;01.wrz;0;sty.96;sty.88;0;1.975;1.925;0
D1;23.10.2004;Dortmund;Hamburg;0;2;A;0;1;A;19;8;13;23;4;0;0;5;0;0;sty.61;03.cze;04.maj;sty.65;03.maj;04.sie;sty.65;03.cze;05.sty;01.cze;03.kwi;04.cze;sty.62;03.maj;04.maj;sty.57;03.cze;05.maj;sty.61;03.mar;5;sty.55;lut.25;sty.61;lut.25;02.maj;sty.75;-1;02.cze;sty.78;-1;02.sty;01.sie;-1
D1;23.10.2004;Hansa Rostock;Bayern Munich;0;2;A;0;0;D;8;14;17;24;5;11;1;2;1;1;kwi.33;mar.25;sty.72;04.kwi;03.maj;01.lip;kwi.65;03.kwi;sty.75;4;03.lut;sty.75;4;03.kwi;sty.73;kwi.33;03.kwi;sty.73;04.lut;mar.25;sty.72;sty.65;02.maj;sty.65;02.lut;01.wrz;01.wrz;0.75;sty.92;sty.92;0.75;1.975;1.925;0.75
D1;23.10.2004;Kaiserslautern;Leverkusen;0;0;D;0;0;D;14;16;25;18;7;3;2;0;0;0;02.lip;03.lut;02.mar;02.cze;03.mar;02.kwi;lut.85;03.mar;lut.35;02.wrz;3;02.lut;02.cze;03.lut;lut.38;lut.75;03.lut;lut.38;02.maj;03.sty;02.maj;01.cze;lut.15;sty.61;lut.25;2;01.sie;0;02.kwi;01.sie;0;02.sty;01.sie;0
D1;23.10.2004;M'gladbach;Hannover;0;2;A;0;2;A;14;8;14;20;6;3;1;2;0;0;01.wrz;mar.25;03.maj;sty.95;03.lut;03.cze;2;mar.25;03.lip;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;2;03.lut;03.maj;sty.95;03.lut;03.mar;01.cze;lut.15;sty.61;lut.25;2;sty.73;-0.5;sty.74;02.sty;-0.25;2.075;1.825;-0.5
D1;23.10.2004;Werder Bremen;Nurnberg;4;1;H;2;0;H;19;8;24;20;5;1;1;1;0;0;sty.53;mar.75;5;sty.55;03.lip;05.mar;sty.55;mar.65;cze.25;sty.55;03.maj;04.sie;01.maj;03.kwi;6;01.maj;mar.75;6;sty.53;03.maj;05.maj;sty.55;lut.25;sty.61;lut.25;sty.85;sty.95;-1;sty.92;sty.92;-1;1.925;1.975;-1
D1;23.10.2004;Wolfsburg;Bochum;3;0;H;3;0;H;21;15;11;16;6;1;2;1;0;0;sty.66;03.kwi;04.maj;01.lip;03.maj;04.kwi;sty.65;03.maj;maj.25;01.lip;03.lut;04.lut;sty.62;03.maj;04.maj;sty.62;03.maj;5;01.cze;03.kwi;04.sie;sty.55;lut.25;sty.61;lut.25;2;01.sie;-1;02.sie;sty.76;-1;2.075;1.825;-1
D1;24.10.2004;Freiburg;Stuttgart;2;0;H;1;0;H;13;10;23;14;2;4;0;1;0;1;4;mar.25;01.sie;mar.75;mar.25;01.wrz;mar.85;mar.35;01.wrz;03.maj;03.sty;01.wrz;03.cze;mar.25;sty.83;kwi.33;03.kwi;sty.75;mar.75;03.lut;sty.83;sty.75;sty.95;01.sie;2;sty.79;01.wrz;0.5;02.lut;sty.82;0.5;2.075;1.825;0.5
D1;24.10.2004;Schalke 04;Mainz;2;1;H;1;0;H;18;18;26;24;7;4;3;3;0;0;sty.66;03.kwi;04.maj;sty.65;03.maj;04.sie;sty.65;03.cze;05.sty;sty.55;03.maj;04.sie;sty.67;03.kwi;kwi.33;sty.57;03.kwi;6;sty.57;03.maj;5;01.cze;lut.15;01.lip;02.sty;2;01.sie;-1;02.sie;sty.76;-1;2.175;1.725;-1
D1;26.10.2004;Bayern Munich;Wolfsburg;2;0;H;2;0;H;26;11;11;14;6;3;1;1;0;0;sty.57;03.kwi;05.maj;01.maj;03.sie;05.sie;sty.55;03.lip;6;sty.45;03.sie;05.kwi;sty.53;03.maj;05.maj;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.65;02.maj;;;02.maj;sty.77;-1;02.sie;sty.76;-1;2.075;1.825;-1
D1;26.10.2004;Bochum;M'gladbach;3;0;H;0;0;D;15;16;24;20;3;5;2;6;0;1;2;mar.25;mar.25;sty.95;03.mar;03.maj;sty.95;03.mar;03.sie;2;3;03.mar;2;03.lut;03.lut;2;03.lut;03.maj;2;03.sty;03.mar;sty.65;02.maj;;;sty.95;sty.77;-0.5;sty.96;sty.88;-0.5;1.975;1.925;-0.5
D1;26.10.2004;Hannover;Kaiserslautern;3;1;H;1;1;D;13;9;11;17;6;1;0;4;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;01.sie;03.mar;04.maj;01.sie;03.sty;03.sie;sty.73;03.lut;kwi.33;sty.73;03.kwi;04.maj;01.lip;03.mar;kwi.33;01.cze;lut.15;;;01.sie;01.wrz;-0.5;sty.94;01.wrz;-0.5;1.875;2.025;-0.5
D1;26.10.2004;Hertha;Dortmund;0;1;A;0;1;A;16;18;16;18;9;2;2;1;0;0;02.sty;mar.25;3;2;03.mar;03.kwi;lut.15;03.mar;03.lut;02.sty;3;03.sty;02.sty;03.lut;3;02.sty;03.lut;mar.25;sty.95;03.lut;03.mar;sty.75;sty.95;;;01.wrz;01.wrz;-0.25;sty.98;sty.86;-0.25;1.975;1.925;-0.25
D1;27.10.2004;Hamburg;Freiburg;4;0;H;2;0;H;21;2;16;11;5;1;1;1;0;1;sty.66;03.kwi;04.maj;01.cze;03.lip;04.sie;sty.65;mar.45;maj.25;sty.65;03.mar;04.kwi;sty.67;mar.25;04.maj;sty.67;03.maj;kwi.75;sty.66;03.mar;04.maj;01.cze;lut.15;01.cze;02.lut;sty.85;sty.95;-0.75;sty.78;02.cze;-0.75;01.sie;02.sty;-0.75
D1;27.10.2004;Leverkusen;Bielefeld;3;2;H;0;1;A;18;9;11;11;7;6;2;1;0;0;sty.57;03.kwi;05.maj;01.maj;03.sie;05.sie;sty.55;03.lip;6;sty.55;03.maj;04.sie;sty.53;03.maj;05.maj;sty.57;03.cze;05.maj;sty.57;03.mar;05.maj;01.cze;lut.15;01.cze;02.lut;sty.85;sty.95;-1;sty.86;sty.98;-1;01.wrz;2;-1
D1;27.10.2004;Mainz;Hansa Rostock;3;1;H;0;0;D;22;5;24;32;1;6;1;3;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;01.wrz;03.mar;4;01.wrz;03.sty;03.maj;sty.83;03.lut;mar.75;01.sie;03.mar;04.lut;01.sie;03.mar;mar.75;sty.65;02.maj;01.lip;02.sty;sty.95;sty.76;-0.5;2;sty.84;-0.5;02.maj;sty.85;-0.5
D1;27.10.2004;Nurnberg;Schalke 04;0;2;A;0;2;A;9;11;18;19;5;8;4;3;2;0;02.cze;03.lut;02.kwi;02.maj;03.mar;02.maj;lut.55;mar.35;lut.55;02.sie;02.wrz;02.mar;02.kwi;mar.25;02.maj;02.cze;03.lut;02.maj;02.maj;03.sty;02.maj;sty.71;2;sty.65;lut.15;2;01.sie;0;02.cze;sty.78;0;2.125;1.775;0
D1;27.10.2004;Stuttgart;Werder Bremen;1;2;A;1;0;H;14;10;25;21;7;4;3;5;0;1;sty.83;mar.25;mar.75;sty.85;03.mar;mar.85;2;mar.25;03.lip;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.91;mar.25;mar.75;01.sie;03.mar;mar.75;sty.65;02.maj;;;2;sty.73;-0.5;02.kwi;01.sie;-0.5;2.075;1.825;-0.5
D1;30.10.2004;Dortmund;Leverkusen;1;0;H;1;0;H;14;16;24;12;5;5;1;4;0;1;lut.25;mar.25;lut.75;02.lut;03.mar;02.wrz;lut.25;mar.35;lut.95;02.lut;3;02.wrz;02.sty;03.lut;3;02.lut;mar.25;3;02.lut;03.lut;02.sie;sty.65;02.maj;sty.61;lut.25;sty.95;sty.85;-0.25;sty.92;sty.92;-0.25;1.875;2.025;-0.25
D1;30.10.2004;Freiburg;Hertha;1;3;A;1;1;D;12;26;13;17;6;12;4;5;0;1;lut.37;03.lut;lut.62;02.maj;03.mar;02.maj;02.maj;03.mar;lut.62;02.maj;3;02.maj;02.lut;mar.25;lut.75;02.kwi;03.lut;02.lip;lut.37;03.sty;lut.62;sty.79;01.wrz;01.sie;2;01.wrz;01.wrz;0;sty.96;sty.88;0;2.075;1.825;0
D1;30.10.2004;Hannover;Bochum;3;0;H;1;0;H;22;12;16;15;7;3;0;1;0;0;01.sie;mar.25;4;sty.85;03.mar;mar.85;01.wrz;mar.25;04.sty;sty.85;03.sty;03.cze;01.sie;mar.25;mar.75;sty.85;mar.25;4;sty.83;03.lut;mar.75;01.cze;lut.15;01.cze;02.mar;01.wrz;sty.81;-0.5;sty.94;01.wrz;-0.5;1.925;1.972;-0.5
D1;30.10.2004;M'gladbach;Bayern Munich;2;0;H;0;0;D;12;16;18;13;3;5;2;2;0;1;04.maj;03.kwi;sty.66;04.mar;03.kwi;sty.75;04.maj;03.maj;sty.75;03.sie;03.sty;01.sie;kwi.33;03.kwi;sty.67;04.maj;03.kwi;sty.73;kwi.33;03.mar;01.lip;sty.71;2;01.lip;02.sty;sty.97;sty.75;0.5;02.sie;sty.76;0.5;2.125;1.775;0.5
D1;30.10.2004;Schalke 04;Stuttgart;3;2;H;3;2;H;12;18;26;23;6;6;3;2;0;0;02.sty;mar.25;3;02.lut;03.mar;02.wrz;02.lut;03.mar;03.sty;02.sty;3;03.sty;02.lut;03.lut;02.sie;lut.25;03.sty;3;02.sty;03.lut;3;sty.75;sty.95;sty.75;02.maj;sty.85;sty.95;-0.25;sty.82;02.lut;-0.25;1.825;2.075;-0.25
D1;30.10.2004;Werder Bremen;Hamburg;1;1;D;0;1;A;20;3;16;33;9;2;1;5;0;0;sty.61;03.kwi;5;sty.65;03.maj;04.sie;sty.65;03.maj;maj.25;01.lip;03.lut;04.lut;sty.53;03.maj;05.maj;sty.57;03.cze;05.maj;sty.57;03.mar;05.maj;sty.55;lut.25;sty.57;lut.35;sty.85;sty.95;-0.75;sty.82;02.lut;-0.75;sty.85;02.maj;-0.75
D1;30.10.2004;Wolfsburg;Mainz;4;3;H;2;2;D;19;15;25;22;12;4;2;2;0;1;sty.66;03.kwi;04.maj;01.cze;03.cze;5;sty.63;03.cze;maj.25;sty.65;03.mar;04.kwi;sty.67;03.kwi;kwi.33;sty.62;03.maj;maj.25;01.cze;03.kwi;04.sie;01.cze;lut.15;sty.65;02.lut;01.sie;2;-0.75;02.kwi;01.sie;-1;sty.75;lut.15;-0.75
D1;31.10.2004;Hansa Rostock;Nurnberg;0;2;A;0;0;D;13;22;21;12;11;2;2;2;0;0;2;mar.25;mar.25;02.maj;03.mar;03.lut;2;03.mar;03.cze;2;03.sty;03.lut;2;03.lut;03.lut;2;mar.25;03.kwi;02.maj;03.lut;03.sty;01.cze;lut.15;01.cze;02.mar;2;sty.72;-0.5;sty.96;sty.88;-0.5;sty.95;sty.95;-0.5
D1;31.10.2004;Kaiserslautern;Bielefeld;2;1;H;0;0;D;25;16;28;15;9;3;2;2;0;0;02.sty;mar.25;3;2;03.mar;mar.35;02.sty;mar.35;mar.25;2;03.sty;03.lut;02.sty;03.kwi;lut.88;02.sty;03.lut;mar.25;02.sty;03.lut;3;sty.75;sty.95;sty.75;02.maj;sty.72;2;-0.25;02.sie;sty.76;-0.5;1.875;2.025;-0.25
D1;06.11.2004;Bayern Munich;Hannover;3;0;H;1;0;H;14;7;14;16;2;8;2;2;0;0;01.kwi;mar.75;07.maj;sty.35;04.maj;07.lut;sty.41;kwi.25;07.maj;sty.45;03.sie;05.kwi;01.kwi;mar.75;7;01.kwi;4;07.maj;sty.44;03.cze;06.maj;sty.65;02.maj;sty.65;02.lut;sty.95;sty.85;-1.25;sty.98;sty.86;-1.25;02.maj;sty.85;-1.25
D1;06.11.2004;Bielefeld;Dortmund;1;0;H;1;0;H;16;17;19;19;4;5;2;4;0;1;02.cze;03.lut;02.kwi;02.cze;03.mar;02.kwi;lut.65;03.mar;02.maj;02.lip;02.wrz;02.kwi;02.maj;mar.25;02.kwi;02.lip;03.sty;02.maj;02.cze;03.sty;02.kwi;sty.85;sty.85;01.wrz;01.wrz;02.maj;sty.75;0;02.sie;sty.76;0;2.125;1.775;0
D1;06.11.2004;Bochum;Kaiserslautern;1;1;D;0;1;A;19;17;21;28;5;6;2;2;0;0;01.wrz;mar.25;03.maj;01.wrz;mar.35;03.cze;sty.93;03.mar;mar.85;sty.85;03.sty;03.cze;sty.83;mar.25;03.cze;sty.91;mar.25;mar.75;01.wrz;mar.25;03.kwi;01.cze;lut.15;01.lip;02.sty;sty.93;sty.78;-0.5;sty.98;sty.86;-0.5;2;01.wrz;-0.5
D1;06.11.2004;Hertha;Werder Bremen;1;1;D;0;0;D;10;6;24;19;6;2;2;3;0;0;lut.37;03.lut;lut.62;02.maj;03.mar;02.maj;lut.55;03.mar;02.cze;02.maj;3;02.maj;02.kwi;mar.25;02.maj;02.maj;03.lut;02.cze;02.maj;03.sty;02.maj;sty.65;02.maj;sty.66;lut.15;01.wrz;01.wrz;0;sty.92;sty.92;0;sty.95;sty.95;0
D1;06.11.2004;Leverkusen;Freiburg;4;1;H;0;1;A;29;14;19;20;4;3;2;5;0;1;01.kwi;mar.75;07.maj;sty.35;04.maj;07.lut;sty.41;kwi.25;07.maj;sty.35;4;7;01.kwi;mar.75;7;sty.44;4;06.maj;sty.44;03.cze;06.maj;01.maj;lut.35;01.cze;02.mar;01.sie;2;-1.25;01.sie;02.kwi;-1.25;1.825;2.075;-1.25
D1;06.11.2004;Mainz;M'gladbach;1;1;D;0;1;A;17;5;8;21;7;2;2;1;0;0;01.wrz;mar.25;03.maj;01.wrz;mar.35;03.cze;02.maj;03.mar;03.maj;02.sty;3;03.sty;sty.91;03.lut;03.maj;sty.91;03.kwi;03.cze;sty.83;03.mar;03.cze;01.cze;lut.15;sty.65;02.lut;01.lip;02.maj;-0.25;02.gru;sty.72;-0.5;1.925;1.975;-0.25
D1;06.11.2004;Nurnberg;Wolfsburg;4;0;H;3;0;H;14;6;18;7;6;5;3;1;0;1;lut.62;03.lut;lut.37;02.cze;03.mar;02.kwi;02.cze;03.mar;lut.55;02.lip;02.wrz;02.kwi;02.maj;mar.25;02.kwi;02.lip;mar.25;02.kwi;02.cze;03.sty;02.kwi;01.cze;lut.15;sty.66;lut.15;01.sie;2;0.25;sty.78;02.cze;0.25;1.825;2.075;0.25
D1;07.11.2004;Hamburg;Schalke 04;1;2;A;0;0;D;13;19;26;19;1;5;2;1;0;0;lut.37;03.lut;lut.62;02.kwi;03.mar;02.cze;lut.45;mar.25;lut.75;02.mar;02.wrz;02.sie;02.kwi;mar.25;02.maj;02.maj;03.lut;02.cze;02.maj;03.sty;02.maj;sty.65;02.maj;sty.65;02.lut;01.sie;2;0;01.sie;02.kwi;0;sty.85;02.maj;0
D1;07.11.2004;Stuttgart;Hansa Rostock;4;0;H;2;0;H;15;12;12;19;4;9;1;2;0;0;01.kwi;mar.75;07.maj;sty.35;04.maj;07.lut;sty.41;kwi.25;07.maj;sty.45;03.sie;05.kwi;01.kwi;mar.75;7;01.kwi;4;07.maj;01.kwi;mar.75;7;sty.65;02.maj;sty.66;lut.15;sty.85;sty.95;-1.25;sty.76;02.sie;-1.25;1.775;2.125;-1.25
D1;13.11.2004;Freiburg;Bielefeld;2;3;A;2;2;D;12;9;21;21;5;2;1;2;0;0;lut.25;mar.25;lut.75;lut.15;03.mar;3;02.mar;03.lut;3;02.lut;3;02.wrz;lut.25;03.lut;lut.75;lut.25;mar.25;02.wrz;02.mar;03.sty;lut.75;sty.75;sty.95;01.sie;2;2;01.sie;-0.25;2;sty.84;-0.25;02.maj;sty.85;-0.25
D1;13.11.2004;Hannover;Mainz;2;0;H;1;0;H;14;11;19;11;9;5;2;1;0;0;sty.72;mar.25;kwi.33;sty.75;03.kwi;04.mar;sty.75;03.kwi;04.cze;sty.75;03.lut;4;01.sie;mar.25;mar.75;sty.73;03.mar;04.maj;sty.72;mar.25;04.lut;sty.55;lut.25;sty.61;lut.25;2;01.sie;-0.75;2;sty.84;-0.75;2;01.sie;-0.75
D1;13.11.2004;Kaiserslautern;Dortmund;1;0;H;0;0;D;15;18;14;25;5;7;1;2;0;0;02.cze;03.lut;02.kwi;02.kwi;03.mar;02.cze;02.maj;mar.25;02.lip;02.kwi;02.wrz;02.lip;02.maj;03.lut;02.maj;02.maj;03.lut;02.cze;lut.37;mar.25;02.maj;sty.85;sty.85;01.wrz;01.wrz;01.wrz;01.wrz;0;sty.88;sty.96;0;1.875;2.025;0
D1;13.11.2004;M'gladbach;Nurnberg;2;1;H;1;0;H;8;16;26;15;7;6;2;2;0;0;01.wrz;mar.25;03.maj;01.wrz;mar.35;03.cze;sty.85;mar.35;kwi.15;sty.85;03.sty;03.cze;sty.91;mar.25;03.kwi;sty.91;mar.25;mar.75;sty.95;03.lut;03.mar;01.cze;lut.15;sty.75;02.maj;sty.85;sty.85;-0.5;sty.86;sty.98;-0.5;1.875;2.025;-0.5
D1;13.11.2004;Schalke 04;Hertha;1;3;A;0;1;A;17;13;9;23;7;5;0;2;0;0;sty.66;03.kwi;04.maj;sty.65;03.maj;04.sie;01.lip;03.maj;kwi.85;01.lip;03.lut;04.lut;sty.67;03.kwi;kwi.33;sty.67;03.maj;kwi.75;sty.61;03.mar;5;sty.65;02.maj;sty.75;02.maj;01.wrz;01.wrz;-0.75;sty.92;sty.92;-0.75;sty.95;sty.95;-0.75
D1;13.11.2004;Werder Bremen;Leverkusen;2;2;D;1;0;H;18;10;17;11;11;1;2;1;0;0;01.wrz;mar.25;03.maj;01.sie;03.kwi;4;01.wrz;03.kwi;mar.85;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;sty.85;mar.25;4;sty.83;03.lut;mar.75;sty.55;lut.25;sty.65;02.lut;01.wrz;sty.81;-0.5;sty.88;sty.96;-0.5;1.925;1.975;-0.5
D1;13.11.2004;Wolfsburg;Stuttgart;3;0;H;1;0;H;13;10;17;17;3;4;3;3;0;0;lut.37;03.lut;lut.62;02.kwi;03.mar;02.cze;lut.35;03.mar;lut.85;02.maj;3;02.maj;02.kwi;mar.25;02.maj;lut.38;03.lut;lut.75;lut.25;03.lut;lut.75;01.cze;lut.15;01.lip;02.sty;sty.75;2;0;lut.14;01.lip;-0.25;lut.15;sty.75;-0.25
D1;14.11.2004;Bochum;Bayern Munich;1;3;A;0;0;D;6;20;23;19;3;5;3;2;0;0;04.maj;03.kwi;sty.66;04.kwi;03.maj;01.lip;kwi.35;03.kwi;01.sie;03.sie;03.sty;01.sie;4;03.kwi;sty.73;kwi.33;03.kwi;sty.75;04.lut;mar.25;sty.72;sty.65;02.maj;01.lip;02.sty;sty.91;01.sie;0.5;02.sty;sty.74;0.5;2.125;1.775;0.5
D1;14.11.2004;Hansa Rostock;Hamburg;0;6;A;0;3;A;10;12;16;17;1;5;3;2;0;0;02.maj;03.lut;02.maj;02.cze;03.mar;02.kwi;lut.65;03.mar;02.maj;02.kwi;02.wrz;02.lip;02.maj;03.lut;02.maj;02.cze;03.lut;02.maj;02.kwi;mar.25;02.maj;01.cze;lut.15;sty.85;sty.95;01.wrz;01.wrz;0;sty.98;sty.86;0;2;01.wrz;0
D1;20.11.2004;Bayern Munich;Kaiserslautern;3;1;H;2;1;H;28;9;14;23;11;2;2;3;0;0;sty.28;04.maj;08.maj;01.mar;04.lip;08.mar;sty.33;kwi.75;08.maj;01.mar;04.lut;8;sty.33;4;8;01.mar;04.maj;09.maj;sty.28;04.maj;8;01.cze;lut.15;01.cze;02.mar;sty.85;01.lip;-1.5;02.kwi;01.sie;-1.5;2.025;1.875;-1.5
D1;20.11.2004;Bielefeld;Werder Bremen;2;1;H;1;0;H;14;15;13;20;2;9;1;1;0;1;02.sie;03.lut;lut.25;02.wrz;03.mar;02.lut;lut.95;03.lut;lut.35;02.maj;3;02.maj;02.cze;03.lut;lut.38;02.lip;03.lut;02.kwi;lut.62;03.sty;lut.37;sty.65;02.maj;sty.75;02.maj;sty.85;sty.95;0.25;sty.84;2;0.25;1.875;2.025;0.25
