Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
D1;20.11.2004;Dortmund;Freiburg;2;0;H;1;0;H;19;15;16;23;5;8;2;3;0;0;01.maj;03.maj;6;01.maj;03.wrz;05.cze;sty.55;mar.85;maj.75;sty.45;03.sie;05.kwi;01.maj;03.kwi;6;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.71;2;sty.65;02.lut;sty.75;sty.95;-1;02.sie;sty.76;-1.25;2.125;1.775;-1.25
D1;20.11.2004;Hertha;Hansa Rostock;1;1;D;0;1;A;30;8;12;26;8;3;1;4;0;0;01.kwi;mar.75;07.maj;sty.45;04.sty;6;01.maj;4;06.lut;sty.55;03.maj;04.sie;sty.44;03.cze;06.maj;01.maj;03.cze;06.maj;sty.53;03.maj;05.maj;sty.71;2;01.cze;02.mar;01.wrz;01.wrz;-1.25;sty.94;01.wrz;-1.25;sty.95;sty.95;-1.25
D1;20.11.2004;Leverkusen;Schalke 04;0;3;A;0;2;A;15;12;16;18;7;6;0;0;0;0;02.sty;mar.25;3;02.mar;03.mar;lut.75;02.mar;03.lut;3;02.lut;3;02.wrz;02.sty;03.lut;3;02.lut;03.lut;3;lut.15;03.lut;02.wrz;01.cze;lut.15;sty.65;02.lut;01.wrz;01.wrz;-0.25;sty.88;sty.96;-0.25;1.925;1.975;-0.25
D1;20.11.2004;Mainz;Bochum;1;0;H;1;0;H;24;10;14;22;6;3;1;4;0;1;01.wrz;mar.25;03.maj;sty.95;03.mar;03.maj;2;mar.25;03.lip;2;03.sty;03.lut;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;sty.83;03.mar;03.cze;sty.65;02.maj;01.lip;02.sty;2;sty.73;-0.5;02.cze;sty.78;-0.5;02.sty;01.sie;-0.5
D1;20.11.2004;Stuttgart;M'gladbach;1;0;H;0;0;D;17;9;20;14;2;5;3;4;0;0;01.maj;03.maj;6;sty.55;03.sie;05.lut;sty.58;03.sie;05.maj;sty.55;03.maj;04.sie;01.maj;03.kwi;6;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.65;02.maj;sty.61;lut.25;sty.85;sty.95;-1;sty.84;2;-1;1.875;2.025;-1
D1;21.11.2004;Hamburg;Wolfsburg;3;1;H;2;1;H;19;6;18;19;7;3;1;3;0;1;02.lut;mar.25;02.sie;02.lut;03.mar;02.wrz;lut.25;03.lut;03.sty;02.lut;3;02.wrz;02.lut;mar.25;lut.75;02.mar;03.lut;lut.88;02.mar;03.lut;lut.62;01.cze;lut.15;sty.61;lut.25;sty.85;sty.95;-0.25;sty.82;02.lut;-0.25;01.wrz;2;-0.25
D1;21.11.2004;Nurnberg;Hannover;1;1;D;0;0;D;14;7;16;13;1;6;1;0;0;0;02.lut;mar.25;02.sie;lut.25;03.mar;02.sie;02.mar;03.lut;3;02.lut;3;02.wrz;02.lut;mar.25;lut.75;lut.25;mar.25;lut.88;lut.25;03.lut;lut.75;sty.65;02.maj;01.lip;02.sty;2;01.sie;-0.25;02.kwi;01.sie;-0.25;2.075;1.825;-0.25
D1;27.11.2004;Bayern Munich;Mainz;4;2;H;3;0;H;15;18;20;13;7;4;1;1;0;0;sty.28;04.maj;08.maj;sty.25;5;10;01.mar;5;9;01.mar;04.lut;8;sty.29;04.maj;8;sty.25;5;10.maj;sty.25;04.maj;10;sty.55;lut.25;sty.61;lut.25;01.cze;02.lut;-1.25;sty.94;01.wrz;-1.5;sty.95;sty.95;-1.5
D1;27.11.2004;Bochum;Nurnberg;3;1;H;2;0;H;13;22;19;24;4;7;2;2;0;0;02.sty;mar.25;3;02.maj;03.mar;03.lut;02.sty;mar.35;03.mar;2;03.sty;03.lut;2;03.lut;03.lut;2;03.lut;03.maj;02.maj;03.lut;03.sty;sty.65;02.maj;01.lip;02.sty;sty.85;sty.95;-0.25;2;sty.84;-0.5;02.maj;sty.85;-0.5
D1;27.11.2004;Hansa Rostock;Leverkusen;0;2;A;0;1;A;14;9;13;13;8;5;2;2;0;0;lut.87;03.lut;02.lut;03.mar;03.kwi;2;03.lut;03.mar;lut.15;02.wrz;3;02.lut;3;03.lut;02.sty;03.lut;mar.25;02.sty;02.wrz;03.lut;lut.15;sty.65;02.maj;sty.65;02.lut;01.wrz;01.wrz;0.25;sty.94;01.wrz;0.25;1.975;1.925;0.25
D1;27.11.2004;Kaiserslautern;Freiburg;3;0;H;1;0;H;16;9;26;23;3;6;0;1;0;0;sty.66;03.kwi;04.maj;sty.65;03.cze;04.cze;sty.75;03.maj;04.maj;sty.65;03.mar;04.kwi;sty.73;03.lut;kwi.33;sty.73;03.kwi;04.maj;sty.72;mar.25;04.lut;sty.71;2;01.sie;2;sty.75;sty.97;-0.5;sty.94;01.wrz;-0.75;1.975;1.925;-0.75
D1;27.11.2004;M'gladbach;Hamburg;1;3;A;0;2;A;21;11;22;25;4;5;4;4;0;1;02.mar;03.lut;02.lip;02.lut;03.mar;02.wrz;lut.35;mar.35;02.sie;02.lut;3;02.wrz;02.lut;mar.25;lut.75;02.mar;mar.25;02.sie;02.lut;03.lut;02.sie;sty.65;02.maj;sty.66;lut.15;sty.75;02.maj;0;sty.96;sty.88;-0.25;2.025;1.875;-0.25
D1;27.11.2004;Werder Bremen;Dortmund;2;0;H;1;0;H;16;13;21;28;8;2;1;2;0;0;01.sie;mar.25;4;sty.75;03.kwi;04.lut;01.sie;03.maj;04.lut;sty.85;03.sty;03.cze;sty.73;03.kwi;4;01.sie;03.kwi;4;sty.83;03.lut;mar.75;sty.65;02.maj;sty.75;02.maj;01.sie;sty.91;-0.5;sty.82;02.lut;-0.5;1.825;2.075;-0.5
D1;27.11.2004;Wolfsburg;Hertha;2;3;A;0;1;A;16;10;15;24;6;1;1;0;0;0;sty.83;mar.25;mar.75;01.wrz;mar.35;03.cze;01.wrz;03.mar;4;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;sty.83;03.mar;4;sty.72;mar.25;04.lut;01.cze;lut.15;sty.65;02.lut;01.wrz;sty.81;-0.5;sty.92;sty.92;-0.5;1.975;1.925;-0.5
D1;28.11.2004;Hannover;Stuttgart;0;0;D;0;0;D;13;12;13;15;6;2;0;3;0;0;lut.37;03.lut;lut.62;02.mar;03.mar;lut.75;lut.45;mar.35;02.lip;02.maj;3;02.maj;02.kwi;mar.25;02.maj;lut.38;mar.25;02.lip;02.mar;03.lut;lut.62;sty.71;02.maj;sty.75;02.maj;sty.85;sty.95;0;sty.82;02.lut;0;1.875;2.025;0
D1;28.11.2004;Schalke 04;Bielefeld;2;1;H;2;1;H;15;15;23;21;3;3;1;3;0;0;sty.57;03.kwi;05.maj;sty.55;03.sie;05.lut;sty.62;03.lip;maj.25;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.57;03.cze;05.maj;sty.57;03.maj;5;sty.55;lut.25;01.cze;02.mar;sty.85;sty.95;-1;sty.72;02.gru;-0.75;2.075;1.825;-1
D1;04.12.2004;Bielefeld;Hansa Rostock;1;1;D;0;0;D;23;5;14;38;7;2;1;5;0;0;sty.61;03.kwi;5;01.lip;03.maj;04.kwi;sty.73;03.kwi;04.sie;sty.75;03.lut;4;sty.67;mar.25;04.maj;sty.67;03.kwi;5;sty.61;03.maj;04.maj;sty.71;2;01.sie;2;2;01.sie;-0.75;02.kwi;01.sie;-0.75;02.maj;sty.85;-0.75
D1;04.12.2004;Freiburg;Werder Bremen;0;6;A;0;3;A;9;15;15;19;2;6;1;0;0;0;mar.25;mar.25;2;03.cze;mar.25;sty.95;03.cze;03.mar;2;03.maj;03.sty;01.wrz;03.lut;03.lut;2;03.kwi;03.mar;2;03.kwi;mar.25;01.wrz;01.cze;lut.15;sty.66;lut.15;sty.72;2;0.5;sty.86;sty.98;0.5;sty.85;02.maj;0.5
D1;04.12.2004;Hamburg;Hannover;0;2;A;0;1;A;19;7;12;24;7;2;2;1;0;0;01.sie;mar.25;4;sty.85;03.kwi;03.sie;sty.85;03.mar;kwi.25;sty.85;03.sty;03.cze;sty.83;03.lut;mar.75;01.sie;mar.25;kwi.33;sty.83;03.lut;mar.75;sty.65;02.maj;01.lip;02.sty;sty.85;sty.86;-0.5;sty.82;02.lut;-0.5;sty.85;02.maj;-0.5
D1;04.12.2004;Hertha;M'gladbach;6;0;H;1;0;H;20;17;19;10;7;0;2;1;0;0;sty.66;03.kwi;04.maj;01.lip;03.kwi;04.cze;sty.73;03.kwi;04.sie;01.lip;03.lut;04.lut;sty.73;03.lut;kwi.33;sty.73;03.kwi;04.maj;01.lip;03.lut;04.maj;sty.75;sty.95;sty.75;02.maj;sty.95;sty.85;-0.75;sty.98;sty.86;-0.75;2.025;1.875;-0.75
D1;04.12.2004;Leverkusen;Wolfsburg;2;1;H;0;1;A;14;9;22;23;4;5;0;2;0;0;sty.83;mar.25;mar.75;sty.85;03.kwi;03.sie;sty.83;mar.35;kwi.25;sty.75;03.lut;4;01.sie;mar.25;mar.75;01.sie;mar.25;kwi.33;sty.83;03.lut;mar.75;sty.55;lut.25;01.cze;02.mar;sty.83;sty.87;-0.5;sty.76;02.sie;-0.5;2.025;1.875;-0.75
D1;04.12.2004;Nurnberg;Bayern Munich;2;2;D;1;1;D;9;17;18;14;1;12;4;2;1;0;5;03.kwi;sty.61;04.cze;03.kwi;01.lip;5;03.kwi;01.lip;04.kwi;03.mar;sty.65;04.maj;mar.25;sty.67;5;03.kwi;sty.67;04.maj;03.lut;01.lip;01.cze;lut.15;sty.66;lut.15;2;01.sie;0.75;02.lut;sty.82;0.75;2.075;1.825;0.75
D1;04.12.2004;Stuttgart;Bochum;5;2;H;2;1;H;16;16;22;22;3;6;1;1;0;0;sty.44;mar.75;06.maj;01.kwi;04.sty;7;01.maj;mar.85;06.maj;sty.45;03.sie;05.kwi;sty.44;03.cze;06.maj;sty.44;03.sie;7;sty.44;03.cze;06.maj;sty.65;02.maj;sty.66;lut.15;sty.85;sty.95;-1;sty.88;sty.96;-1;01.wrz;2;-1
D1;05.12.2004;Dortmund;Schalke 04;0;1;A;0;1;A;13;10;22;19;9;4;3;2;0;0;lut.37;03.lut;lut.62;lut.65;03.lut;lut.45;lut.55;03.mar;02.cze;02.maj;3;02.maj;lut.38;03.lut;02.cze;02.maj;03.lut;02.cze;02.maj;02.wrz;lut.62;sty.85;sty.85;01.wrz;01.wrz;sty.85;sty.95;0;sty.82;02.lut;0;01.wrz;2;0
D1;05.12.2004;Kaiserslautern;Mainz;2;0;H;1;0;H;19;19;22;13;4;2;2;4;0;0;01.wrz;mar.25;03.maj;01.wrz;03.mar;03.lip;sty.93;mar.25;4;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;sty.85;mar.25;4;01.wrz;03.lut;03.maj;sty.71;2;01.sie;2;sty.93;sty.79;-0.5;01.wrz;sty.94;-0.5;1.925;1.975;-0.5
D1;11.12.2004;Bayern Munich;Stuttgart;2;2;D;0;1;A;10;9;27;25;2;2;4;2;0;0;sty.61;03.kwi;5;sty.65;03.maj;04.sie;sty.65;03.maj;maj.25;sty.65;03.mar;04.kwi;sty.62;03.maj;04.maj;sty.67;03.kwi;5;sty.57;03.maj;5;sty.65;02.maj;sty.61;02.lut;01.sie;2;-0.75;01.sie;02.kwi;-0.75;1.825;2.075;-0.75
D1;11.12.2004;Bochum;Hamburg;1;2;A;0;2;A;13;15;23;18;6;2;3;1;0;0;02.cze;03.lut;02.kwi;lut.55;03.lut;lut.55;02.cze;03.lut;02.cze;02.maj;3;02.maj;02.maj;03.lut;02.maj;02.maj;03.lut;02.cze;lut.37;03.sty;lut.62;01.cze;lut.15;sty.66;02.sty;01.wrz;01.wrz;0;sty.86;sty.98;0;1.875;2.025;0
D1;11.12.2004;Hannover;Hertha;0;1;A;0;0;D;19;8;11;17;6;5;2;1;0;0;lut.25;mar.25;lut.75;02.mar;03.lut;lut.85;02.mar;03.lut;3;02.maj;3;02.maj;lut.25;03.lut;lut.75;lut.25;03.lut;02.wrz;lut.15;03.lut;02.wrz;sty.71;2;sty.66;02.sty;sty.75;2;0;02.sty;sty.74;-0.25;2.175;1.725;-0.25
D1;11.12.2004;Hansa Rostock;Dortmund;1;1;D;1;1;D;15;10;23;19;12;4;1;3;0;0;lut.62;03.lut;lut.37;02.wrz;03.mar;02.lut;3;03.lut;02.mar;02.maj;3;02.maj;lut.75;03.lut;lut.25;02.wrz;03.lut;lut.25;02.sie;03.lut;02.lut;sty.85;sty.85;2;sty.72;01.sie;2;0.25;sty.82;02.lut;0.25;1.875;2.025;0.25
D1;11.12.2004;Mainz;Nurnberg;0;1;A;0;1;A;20;9;14;18;9;3;1;1;0;0;2;mar.25;mar.25;01.wrz;mar.35;03.cze;2;mar.25;mar.75;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;2;03.lut;03.maj;sty.83;03.mar;03.cze;sty.65;02.maj;sty.66;02.sty;2;sty.74;-0.5;sty.78;02.cze;-0.25;02.maj;sty.85;-0.5
D1;11.12.2004;Schalke 04;Freiburg;1;1;D;1;0;H;22;6;14;20;12;5;0;1;0;0;sty.25;04.maj;11;01.mar;04.cze;08.sie;sty.26;5;11;sty.22;04.sie;09.maj;sty.25;04.maj;10;sty.29;04.maj;10;sty.25;04.maj;10;01.maj;lut.35;sty.57;lut.25;01.lip;lut.15;-1.5;sty.78;02.cze;-1.5;1.725;2.175;-1.5
D1;11.12.2004;Werder Bremen;Kaiserslautern;1;1;D;0;0;D;29;8;14;24;14;6;2;2;1;0;01.maj;03.maj;6;sty.45;03.wrz;06.maj;01.maj;mar.75;7;01.maj;03.lip;5;01.maj;03.kwi;6;01.maj;mar.75;6;01.maj;03.cze;05.maj;sty.55;lut.25;sty.57;lut.25;01.sie;2;-1;sty.82;02.lut;-1;01.sie;02.sty;-1
D1;12.12.2004;M'gladbach;Leverkusen;1;1;D;0;0;D;19;7;21;22;5;1;1;2;0;0;02.lip;03.lut;02.mar;lut.65;03.lut;lut.45;02.lip;03.lut;02.maj;02.wrz;3;02.lut;02.cze;03.lut;lut.38;02.cze;03.lut;02.maj;02.maj;03.sty;02.maj;sty.65;02.maj;sty.61;02.lut;2;01.sie;0;02.kwi;01.sie;0;02.maj;sty.85;0
D1;12.12.2004;Wolfsburg;Bielefeld;5;0;H;4;0;H;20;9;22;18;8;4;2;2;0;0;sty.72;mar.25;kwi.33;01.lip;03.maj;04.maj;sty.73;03.mar;5;sty.75;03.lut;4;sty.67;mar.25;04.maj;sty.67;03.kwi;kwi.75;sty.72;03.kwi;4;01.cze;lut.15;sty.61;02.lut;01.sie;2;-0.75;sty.82;02.lut;-0.75;01.sie;02.sty;-0.75
D1;21.01.2005;Bayern Munich;Hamburg;3;0;H;1;0;H;20;9;18;19;6;10;2;2;0;0;01.kwi;4;06.maj;sty.45;04.sty;6;01.maj;mar.75;7;sty.45;03.sie;05.kwi;sty.44;03.cze;06.maj;sty.44;4;06.maj;01.kwi;mar.75;7;sty.55;lut.25;sty.65;02.lut;2;01.sie;-1.25;02.lut;sty.82;-1.25;2.075;1.825;-1.25
D1;22.01.2005;Hansa Rostock;Freiburg;0;0;D;0;0;D;10;15;20;24;9;6;1;3;0;0;01.wrz;mar.25;03.maj;01.sie;03.kwi;4;01.wrz;03.mar;4;01.sie;03.sty;03.sie;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;2;03.lut;03.lut;sty.71;2;01.lip;02.sty;01.wrz;sty.81;-0.5;sty.88;sty.96;-0.5;01.wrz;2;-0.5
D1;22.01.2005;Mainz;Stuttgart;2;3;A;1;0;H;14;17;19;19;4;5;2;3;0;0;02.sie;mar.25;02.lut;03.sty;03.mar;02.sty;03.lut;mar.25;02.lut;03.sty;3;02.sty;3;03.lut;02.sty;3;03.lut;02.lut;lut.87;03.sty;02.lut;sty.79;01.wrz;01.sie;2;sty.98;sty.82;0.25;02.lut;sty.82;0.25;02.maj;sty.85;0.25
D1;22.01.2005;M'gladbach;Bielefeld;1;0;H;0;0;D;17;12;26;18;7;4;5;2;0;0;01.sie;03.kwi;mar.75;sty.85;03.kwi;mar.75;sty.85;03.kwi;4;01.wrz;03.sty;03.maj;sty.83;03.lut;mar.75;sty.85;mar.25;4;sty.83;03.lut;mar.75;sty.71;2;01.lip;02.sty;sty.85;sty.84;-0.5;01.sie;02.kwi;-0.5;01.sie;02.sty;-0.5
D1;22.01.2005;Nurnberg;Kaiserslautern;1;3;A;0;0;D;18;13;12;17;7;4;1;3;0;0;02.sty;mar.25;3;sty.95;03.mar;03.maj;02.sty;mar.25;03.kwi;02.sty;3;03.sty;2;03.lut;03.lut;02.sty;mar.25;03.lut;2;03.lut;03.lut;01.cze;lut.15;01.lip;02.sty;sty.85;sty.95;-0.25;sty.82;02.lut;-0.25;sty.85;02.maj;-0.25
D1;22.01.2005;Schalke 04;Werder Bremen;2;1;H;0;0;D;16;11;19;15;9;4;4;3;0;0;02.sty;03.lut;03.sty;01.wrz;mar.35;03.cze;02.sty;mar.25;03.kwi;02.sty;3;03.sty;2;03.lut;03.lut;2;03.lut;03.maj;sty.83;03.lut;mar.75;01.cze;lut.15;sty.65;02.lut;sty.85;sty.95;-0.25;sty.86;sty.98;-0.25;1.875;2.025;-0.25
D1;22.01.2005;Wolfsburg;Dortmund;1;2;A;0;0;D;12;11;22;12;8;2;2;1;0;0;sty.83;mar.25;mar.75;sty.85;03.kwi;mar.75;sty.95;03.mar;03.sie;2;03.sty;03.lut;sty.83;03.lut;mar.75;sty.91;03.kwi;03.cze;01.sie;mar.25;03.sie;sty.65;02.maj;sty.65;02.lut;sty.95;sty.77;-0.5;sty.76;02.sie;-0.25;2.025;1.875;-0.5
D1;23.01.2005;Bochum;Hertha;2;2;D;1;2;A;16;13;20;28;8;1;1;2;0;0;02.lip;03.lut;02.mar;02.sie;03.mar;lut.25;lut.85;mar.25;02.kwi;02.lip;02.wrz;02.kwi;lut.75;03.lut;lut.25;lut.88;mar.25;lut.25;lut.62;03.sty;lut.37;sty.71;2;sty.75;02.maj;2;01.sie;0;2;sty.84;0;02.maj;sty.85;0
D1;23.01.2005;Hannover;Leverkusen;0;3;A;0;2;A;8;10;16;19;6;3;0;2;0;0;lut.37;03.lut;lut.62;02.mar;03.mar;lut.75;02.maj;mar.25;02.lip;02.kwi;02.wrz;02.lip;lut.38;03.lut;02.cze;02.mar;mar.25;02.sie;lut.25;03.lut;lut.75;01.cze;lut.15;sty.75;02.maj;01.wrz;01.wrz;0;sty.96;sty.88;0;2;01.wrz;0
D1;29.01.2005;Bielefeld;Hannover;0;1;A;0;1;A;15;8;21;23;12;2;1;1;0;0;02.lut;mar.25;lut.79;lut.25;03.mar;02.sie;02.mar;03.mar;lut.95;02.lut;3;02.wrz;lut.25;03.lut;lut.75;lut.25;mar.25;2.875;02.mar;03.mar;lut.95;;;sty.95;sty.85;;;;lut.14;01.lip;-0.25;lut.15;sty.75;-0.25
D1;29.01.2005;Dortmund;M'gladbach;1;1;D;1;0;H;16;11;16;19;3;7;0;2;0;0;sty.72;mar.25;kwi.33;01.lip;03.maj;04.kwi;sty.75;03.maj;04.maj;01.lip;03.lut;04.lut;1.727;03.lut;4.333;1.727;03.kwi;04.maj;sty.75;03.maj;04.maj;;;sty.75;02.maj;;;;lut.14;01.lip;-0.75;01.wrz;2;-0.5
D1;29.01.2005;Freiburg;Wolfsburg;1;0;H;0;0;D;13;19;14;32;9;2;1;2;0;1;02.maj;03.lut;02.maj;02.sie;03.mar;lut.25;02.sie;03.kwi;lut.35;02.sie;03.sty;02.lut;lut.75;03.lut;lut.25;02.sie;mar.25;02.mar;02.sie;03.kwi;lut.35;;;01.lip;02.sty;;;;sty.74;02.sty;0;1.825;2.075;0
D1;29.01.2005;Hamburg;Mainz;2;1;H;1;1;D;20;11;22;23;3;3;2;1;0;0;01.maj;03.maj;6;01.cze;03.cze;5;sty.57;mar.75;maj.75;01.cze;03.kwi;04.cze;1.571;03.maj;5;1.571;03.cze;05.maj;sty.57;mar.75;maj.75;;;sty.65;02.lut;;;;sty.92;sty.92;-1;sty.85;02.maj;-1
D1;29.01.2005;Kaiserslautern;Schalke 04;2;0;H;0;0;D;4;14;24;18;0;8;4;4;0;0;3;mar.25;02.sty;02.wrz;03.mar;02.lut;02.sie;03.maj;02.mar;02.lip;3;02.mar;2.875;mar.25;02.sty;03.sty;mar.25;02.sty;02.sie;03.maj;02.mar;;;01.sie;2;;;;lut.18;01.lip;0.25;2.125;1.775;0.25
D1;29.01.2005;Leverkusen;Bochum;4;0;H;2;0;H;16;10;23;17;2;7;0;1;0;0;sty.39;mar.79;7;sty.45;04.sty;6;sty.47;04.sty;06.maj;01.maj;03.lip;5;1.444;03.cze;06.maj;1.444;mar.75;7;sty.47;04.sty;06.maj;;;sty.55;lut.37;;;;02.lut;sty.82;-1.25;2.025;1.875;-1.25
D1;29.01.2005;Stuttgart;Nurnberg;2;4;A;0;2;A;20;11;27;22;9;2;4;3;0;0;sty.44;mar.75;06.maj;sty.45;04.sty;6;sty.47;04.sty;06.maj;sty.45;03.sie;05.kwi;1.444;03.cze;06.maj;1.444;mar.75;7;sty.47;04.sty;06.maj;;;sty.65;02.lut;;;;sty.76;02.sie;-1.25;01.sie;02.sty;-1.25
D1;30.01.2005;Hertha;Bayern Munich;0;0;D;0;0;D;9;13;27;23;2;3;3;2;0;0;3;mar.25;02.sty;02.wrz;03.mar;02.lut;lut.95;03.mar;02.mar;02.lip;3;02.mar;02.sie;03.lut;02.lut;03.lut;mar.25;02.sty;lut.95;03.mar;02.mar;;;01.sie;2;;;;02.gru;sty.72;0.25;2.075;1.825;0.25
D1;30.01.2005;Werder Bremen;Hansa Rostock;3;2;H;2;1;H;21;9;31;27;5;5;1;1;0;0;sty.36;4;07.maj;01.kwi;04.lut;06.cze;01.kwi;04.mar;07.maj;sty.45;03.sie;05.kwi;1.364;4;7;01.kwi;4;07.maj;01.kwi;04.mar;07.maj;;;sty.61;lut.25;;;;sty.72;02.gru;-1.25;sty.75;02.sty;-1.25
D1;05.02.2005;Bayern Munich;Leverkusen;2;0;H;1;0;H;17;10;26;27;4;3;1;4;0;0;sty.61;03.kwi;5;sty.55;03.wrz;5;01.cze;03.lip;05.maj;01.cze;03.kwi;04.cze;sty.57;03.maj;5;sty.62;03.kwi;05.maj;sty.57;03.maj;5;01.cze;lut.15;sty.75;02.maj;sty.85;sty.95;-0.75;sty.88;sty.96;-0.75;1.875;2.025;-0.75
D1;05.02.2005;Bochum;Bielefeld;1;1;D;1;1;D;17;12;35;25;6;4;4;1;0;0;02.sty;mar.25;3;02.maj;03.mar;03.lut;02.sty;03.mar;mar.35;02.sty;3;03.sty;02.sty;03.lut;3;02.sty;03.lut;03.lut;02.lut;03.lut;02.sie;sty.65;02.maj;01.sie;2;01.sie;2;-0.25;01.sie;02.kwi;-0.25;1.825;2.075;-0.25
D1;05.02.2005;Hannover;Dortmund;1;3;A;0;2;A;13;11;10;27;6;2;0;3;0;0;02.mar;03.lut;02.lip;lut.35;mar.25;02.lip;lut.35;mar.25;02.wrz;02.lut;3;02.wrz;lut.25;03.lut;lut.75;02.mar;mar.25;02.sie;lut.15;mar.25;lut.87;sty.79;01.wrz;01.wrz;01.wrz;02.maj;sty.75;-0.25;02.sie;sty.76;-0.25;02.sty;01.sie;-0.25
D1;05.02.2005;Hansa Rostock;Schalke 04;2;2;D;0;1;A;11;18;20;14;7;6;2;0;1;0;4;mar.25;01.sie;04.lut;03.cze;01.lip;04.maj;03.kwi;sty.78;03.maj;03.sty;01.wrz;mar.75;mar.25;01.sie;04.lut;mar.25;01.sie;04.lut;mar.25;sty.72;sty.75;sty.95;sty.75;02.maj;sty.94;sty.78;0.5;sty.72;02.gru;0.75;sty.95;sty.95;0.5
D1;05.02.2005;Mainz;Hertha;0;3;A;0;1;A;17;5;18;21;5;0;2;1;0;0;lut.63;03.lut;lut.38;02.wrz;03.mar;02.lut;lut.85;03.mar;lut.35;02.wrz;3;02.lut;lut.75;03.lut;lut.25;02.wrz;03.sty;02.mar;02.maj;mar.25;02.kwi;sty.71;2;01.sie;2;02.maj;sty.75;0;02.gru;sty.72;0;lut.15;sty.75;0
D1;05.02.2005;Nurnberg;Hamburg;1;3;A;0;1;A;25;9;19;21;7;5;1;1;0;0;02.kwi;03.lut;02.cze;02.mar;mar.35;02.lip;02.maj;03.mar;lut.65;02.kwi;3;02.cze;lut.25;03.lut;lut.75;02.mar;mar.25;02.sie;02.lut;03.lut;02.sie;sty.65;02.maj;01.lip;02.sty;01.sie;2;0;01.sie;02.kwi;0;sty.85;02.maj;0
D1;05.02.2005;Stuttgart;Kaiserslautern;1;1;D;1;0;H;15;5;25;18;5;5;4;4;0;1;01.maj;03.maj;6;01.maj;03.wrz;05.cze;01.cze;03.lip;05.maj;01.cze;03.kwi;04.cze;sty.57;03.maj;5;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.65;02.maj;01.cze;02.mar;sty.85;sty.95;-1;sty.84;2;-1;sty.85;02.maj;-1
D1;06.02.2005;M'gladbach;Freiburg;3;2;H;2;1;H;20;11;17;17;6;0;1;4;0;0;sty.57;03.kwi;05.maj;01.cze;03.cze;5;01.cze;03.lip;05.maj;01.cze;03.kwi;04.cze;sty.57;03.maj;5;sty.62;03.maj;5;01.lip;03.mar;kwi.33;sty.75;sty.95;01.sie;2;sty.75;02.maj;-0.75;sty.76;02.sie;-0.75;sty.75;02.sty;-0.75
D1;06.02.2005;Wolfsburg;Werder Bremen;2;3;A;1;0;H;6;13;19;24;2;12;2;1;0;0;lut.38;03.lut;lut.63;lut.35;mar.35;lut.65;lut.55;03.mar;02.cze;02.kwi;03.sty;02.maj;lut.38;03.lut;02.cze;02.kwi;03.mar;lut.62;02.mar;03.lut;lut.62;01.maj;lut.35;sty.55;lut.38;01.sie;2;0;lut.14;01.lip;-0.25;sty.95;sty.95;0
