Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HF;AF;HC;AC;HY;AY;HR;AR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
D1;12.02.2005;Dortmund;Bochum;1;0;H;1;0;H;20;13;19;19;11;6;0;2;0;0;sty.57;03.kwi;05.maj;sty.55;03.lip;05.kwi;01.cze;mar.65;05.maj;01.cze;03.kwi;04.cze;sty.57;03.maj;5;sty.57;03.maj;05.maj;01.cze;03.kwi;04.sie;sty.71;2;01.lip;02.sty;01.wrz;01.wrz;-1;01.lip;lut.14;-0.75;01.lip;02.lut;-0.75
D1;12.02.2005;Freiburg;Hannover;0;0;D;0;0;D;14;2;13;18;2;3;1;1;0;0;02.mar;mar.25;02.lip;02.kwi;03.mar;02.cze;lut.38;03.lut;lut.85;02.maj;3;02.maj;lut.38;03.lut;02.cze;lut.38;03.lut;lut.75;02.maj;mar.25;02.kwi;sty.71;2;01.lip;02.sty;sty.75;02.sty;0;sty.72;02.gru;0;lut.15;sty.75;-0.25
D1;12.02.2005;Hamburg;Stuttgart;2;1;H;1;1;D;13;5;29;27;5;4;2;5;0;1;02.lut;03.lut;lut.87;02.mar;03.mar;lut.75;02.mar;mar.25;lut.95;02.lut;3;02.wrz;lut.25;03.lut;lut.75;02.mar;mar.25;02.sie;lut.25;03.lut;lut.75;01.cze;lut.15;01.lip;02.lut;2;01.sie;-0.25;2;sty.84;-0.25;02.maj;sty.85;-0.25
D1;12.02.2005;Hertha;Nurnberg;2;1;H;1;0;H;13;8;22;26;6;4;5;4;1;0;sty.53;03.maj;05.maj;sty.55;03.sie;05.lut;01.cze;mar.65;05.maj;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.57;03.maj;05.maj;sty.66;03.mar;04.maj;sty.65;02.maj;sty.61;lut.25;2;01.sie;-1;01.lip;lut.14;-0.75;2.025;1.875;-1
D1;12.02.2005;Kaiserslautern;Hansa Rostock;2;1;H;1;0;H;11;12;24;18;3;1;0;3;0;1;01.maj;03.cze;05.maj;sty.55;03.sie;05.lut;sty.57;03.lip;maj.75;sty.55;03.maj;04.sie;01.maj;03.kwi;6;01.maj;03.cze;06.maj;sty.44;mar.75;6;sty.71;2;sty.61;lut.25;sty.95;sty.85;-1;sty.88;sty.96;-1;2;01.wrz;-1
D1;12.02.2005;Schalke 04;Wolfsburg;3;0;H;2;0;H;18;11;16;20;8;2;1;4;0;1;sty.61;03.kwi;5;01.cze;03.cze;5;01.cze;mar.65;05.maj;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.57;03.cze;05.maj;01.maj;03.cze;05.maj;sty.55;lut.25;sty.65;02.lut;2;01.sie;-1;01.lip;lut.14;-0.75;sty.75;lut.15;-0.75
D1;12.02.2005;Werder Bremen;M'gladbach;2;0;H;1;0;H;21;6;14;22;6;5;0;5;0;0;sty.61;03.kwi;5;sty.55;03.sie;05.lut;01.cze;mar.65;05.maj;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.57;03.maj;05.maj;01.cze;03.kwi;04.sie;01.cze;lut.15;sty.65;02.lut;2;01.sie;-1;02.kwi;01.sie;-1;2.075;1.825;-1
D1;13.02.2005;Bielefeld;Bayern Munich;3;1;H;1;0;H;10;17;16;20;1;9;2;2;0;0;5;03.kwi;sty.61;5;03.cze;01.cze;5;mar.65;sty.65;4;03.lut;sty.75;5;mar.25;sty.62;05.maj;03.kwi;sty.62;04.maj;03.lut;01.lip;sty.71;2;01.lip;02.sty;02.maj;sty.77;0.75;02.cze;sty.78;0.75;02.sty;01.sie;0.75
D1;13.02.2005;Leverkusen;Mainz;2;0;H;0;0;D;17;9;18;26;7;5;2;2;0;0;sty.33;kwi.33;07.maj;sty.35;04.kwi;07.kwi;sty.37;04.maj;8;sty.35;4;7;sty.33;4;8;sty.33;kwi.33;08.maj;sty.33;4;8;01.maj;lut.35;sty.55;lut.37;sty.91;sty.65;-1.5;2;sty.84;-1.5;2;01.wrz;-1.5
D1;19.02.2005;Bayern Munich;Dortmund;5;0;H;4;0;H;17;7;10;25;4;3;0;2;0;0;sty.44;mar.75;06.maj;01.maj;03.wrz;05.cze;01.maj;03.wrz;06.maj;sty.55;03.maj;04.sie;sty.44;03.cze;06.maj;01.maj;4;05.maj;01.maj;03.kwi;6;sty.71;2;01.sie;2;2;01.sie;-1;sty.96;sty.88;-1;sty.95;sty.95;-1
D1;19.02.2005;Bochum;Freiburg;3;1;H;1;0;H;21;12;20;26;3;3;1;5;0;1;01.sie;03.kwi;mar.75;sty.85;mar.35;03.sie;01.sie;mar.35;kwi.45;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;01.sie;03.kwi;4;01.sie;03.mar;mar.75;sty.65;02.maj;01.lip;02.sty;sty.95;sty.85;-0.75;sty.72;02.gru;-0.5;sty.75;lut.15;-0.5
D1;19.02.2005;Hamburg;Kaiserslautern;2;1;H;2;0;H;14;14;18;22;8;8;2;2;0;0;sty.66;03.kwi;04.maj;01.lip;03.maj;04.kwi;01.lip;mar.55;kwi.85;sty.75;03.lut;4;sty.67;03.kwi;kwi.33;sty.67;03.cze;04.maj;01.lip;03.kwi;04.lut;sty.65;02.maj;sty.65;02.lut;01.wrz;01.wrz;-0.75;sty.88;sty.96;-0.75;1.925;1.975;-0.75
D1;19.02.2005;Hannover;Werder Bremen;1;4;A;1;2;A;15;13;10;22;6;5;1;2;0;0;lut.75;mar.25;lut.25;3;03.mar;lut.15;03.lut;03.lut;02.lut;02.lip;3;02.mar;02.sie;03.lut;02.lut;03.sty;03.lut;02.lut;lut.62;03.lut;02.mar;01.cze;lut.15;01.lip;02.sty;01.wrz;01.wrz;0.25;sty.88;sty.96;0.25;01.wrz;2;0.25
D1;19.02.2005;Mainz;Bielefeld;0;0;D;0;0;D;18;9;23;19;4;2;1;2;0;0;02.lut;mar.25;02.sie;lut.15;03.mar;3;02.mar;03.lut;3;02.kwi;3;02.cze;lut.25;03.lut;lut.75;lut.25;03.lut;3;lut.37;03.sty;lut.62;sty.75;sty.95;01.sie;2;2;01.sie;-0.25;sty.94;01.wrz;-0.25;2;01.wrz;-0.25
D1;19.02.2005;Nurnberg;Leverkusen;2;4;A;1;2;A;18;10;14;19;9;3;1;1;0;0;02.lip;03.lut;02.mar;lut.75;03.mar;02.mar;lut.95;03.mar;02.mar;02.lip;3;02.mar;lut.75;03.lut;lut.25;02.wrz;03.lut;02.mar;lut.62;03.sty;lut.37;01.cze;lut.15;01.lip;02.sty;sty.85;sty.95;0.25;;;;01.wrz;2;0.25
D1;19.02.2005;Wolfsburg;Hansa Rostock;4;0;H;2;0;H;12;6;19;24;3;4;0;2;0;0;sty.53;03.kwi;6;sty.55;03.sie;05.lut;01.cze;mar.65;05.maj;sty.65;03.mar;04.kwi;sty.57;03.maj;5;01.cze;mar.75;5;sty.57;03.maj;5;01.cze;lut.15;sty.55;lut.37;2;01.sie;-1;sty.96;sty.88;-1;2;01.sie;-1
D1;20.02.2005;M'gladbach;Schalke 04;1;3;A;1;1;D;12;12;21;17;4;3;2;0;0;0;02.cze;03.lut;02.kwi;02.cze;03.mar;02.kwi;02.lip;03.mar;lut.45;02.lip;3;02.mar;02.cze;03.lut;lut.38;02.cze;03.lut;02.maj;02.cze;03.sty;02.kwi;sty.75;sty.95;01.sie;2;01.lip;02.maj;0.25;;;;1.775;2.125;0.25
D1;20.02.2005;Stuttgart;Hertha;1;0;H;1;0;H;8;12;26;20;2;4;1;3;0;0;2;mar.25;mar.25;sty.95;03.mar;03.maj;02.sty;mar.25;03.kwi;02.sty;3;03.sty;2;03.lut;03.lut;2;03.mar;03.kwi;2;03.lut;03.lut;sty.75;sty.95;01.lip;02.sty;02.sty;sty.66;-0.5;2;sty.84;-0.5;02.maj;sty.85;-0.5
D1;26.02.2005;Bielefeld;Nurnberg;3;1;H;2;1;H;12;20;5;22;3;2;0;1;0;0;01.wrz;mar.25;03.maj;sty.95;03.mar;03.maj;02.maj;mar.25;mar.55;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;2;mar.25;03.kwi;sty.83;03.mar;03.cze;sty.65;02.maj;01.sie;2;02.maj;01.lip;-0.5;02.cze;sty.78;-0.5;02.sty;01.sie;-0.5
D1;26.02.2005;Dortmund;Mainz;3;0;H;1;0;H;30;14;15;18;4;4;1;0;0;0;01.maj;03.maj;6;01.maj;04.sty;05.lut;sty.55;03.maj;cze.75;sty.55;03.maj;04.sie;sty.44;03.cze;06.maj;01.maj;mar.75;6;01.maj;03.cze;05.maj;sty.71;2;01.sie;2;sty.98;sty.83;-1;02.lut;sty.82;-1;2.075;1.825;-1
D1;26.02.2005;Freiburg;Bayern Munich;0;1;A;0;0;D;11;14;19;15;10;3;0;2;0;0;6;03.maj;01.maj;05.cze;03.wrz;01.maj;cze.75;03.cze;sty.53;5;03.lip;01.maj;6;03.kwi;01.maj;6;03.cze;sty.53;05.maj;03.maj;sty.53;01.cze;lut.15;sty.75;02.maj;01.wrz;01.wrz;1;02.kwi;01.sie;1;1.975;1.925;1
D1;26.02.2005;Hansa Rostock;M'gladbach;0;0;D;0;0;D;12;5;15;23;8;5;1;3;0;0;02.maj;03.lut;02.maj;02.kwi;03.mar;02.cze;02.maj;mar.25;02.lip;02.kwi;3;02.cze;lut.38;03.lut;02.cze;02.maj;03.lut;02.cze;02.kwi;mar.25;02.maj;sty.65;02.maj;01.sie;2;01.wrz;01.wrz;0;sty.88;sty.96;0;sty.95;sty.95;0
D1;26.02.2005;Hertha;Hamburg;4;1;H;3;0;H;12;25;24;21;1;10;2;4;1;0;01.wrz;mar.25;03.maj;01.wrz;mar.35;03.cze;2;mar.25;03.cze;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.91;mar.25;mar.75;02.maj;03.lut;03.sty;sty.65;02.maj;sty.75;02.maj;2;sty.71;-0.5;sty.94;01.wrz;-0.5;sty.95;sty.95;-0.5
D1;26.02.2005;Kaiserslautern;Wolfsburg;0;0;D;0;0;D;15;13;23;17;6;4;4;5;0;1;2;mar.25;mar.25;01.wrz;mar.35;03.cze;2;mar.25;03.cze;01.wrz;03.sty;03.maj;sty.83;mar.25;03.cze;sty.91;mar.25;mar.75;sty.83;03.kwi;03.maj;01.cze;lut.15;sty.65;02.lut;sty.72;2;-0.25;02.sty;sty.74;-0.5;2.075;1.825;-0.5
D1;26.02.2005;Werder Bremen;Bochum;4;0;H;1;0;H;17;10;15;18;6;3;0;1;0;0;01.kwi;mar.75;07.maj;01.kwi;04.lut;06.cze;sty.41;kwi.25;lip.25;01.kwi;03.wrz;6;01.kwi;mar.75;7;01.kwi;4;07.maj;01.kwi;mar.75;7;01.maj;lut.35;01.cze;02.mar;01.wrz;01.wrz;-1.25;sty.96;sty.88;-1.25;sty.95;sty.95;-1.25
D1;27.02.2005;Leverkusen;Stuttgart;1;1;D;0;0;D;14;9;20;25;6;2;4;4;0;0;01.wrz;mar.25;03.maj;sty.85;03.kwi;mar.75;sty.95;mar.25;mar.85;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.95;03.mar;03.maj;sty.83;03.mar;03.cze;sty.55;lut.25;01.lip;02.sty;sty.95;sty.76;-0.5;sty.92;sty.92;-0.5;sty.95;sty.95;-0.5
D1;27.02.2005;Schalke 04;Hannover;1;0;H;0;0;D;17;16;17;12;8;8;1;4;0;0;sty.44;mar.75;06.maj;sty.45;04.sty;6;sty.47;mar.85;07.lut;sty.45;03.sie;05.kwi;sty.44;03.cze;06.maj;sty.44;mar.75;7;sty.44;03.cze;06.maj;01.cze;lut.15;sty.75;02.maj;sty.78;02.lut;-1;sty.78;02.cze;-1;01.sie;02.sty;-1
D1;05.03.2005;Bayern Munich;Werder Bremen;1;0;H;1;0;H;6;13;17;27;5;8;2;4;0;0;sty.66;03.kwi;04.maj;01.lip;03.maj;04.kwi;sty.75;03.maj;04.maj;sty.75;03.lut;4;sty.73;03.lut;kwi.33;sty.73;03.kwi;04.maj;sty.66;03.mar;04.maj;lut.15;01.cze;01.sie;2;lut.15;sty.65;-1;sty.92;sty.92;-0.75;2;01.wrz;-0.75
D1;05.03.2005;Bochum;Schalke 04;0;2;A;0;1;A;10;19;25;20;3;9;2;1;0;0;03.maj;mar.25;01.wrz;03.maj;mar.25;sty.95;mar.45;mar.35;02.maj;03.lut;03.sty;2;03.kwi;mar.25;sty.91;03.kwi;mar.25;2;03.mar;mar.25;sty.95;02.maj;sty.65;sty.65;02.lut;sty.17;mar.65;01.maj;sty.86;sty.98;0.5;1.875;2.025;0.5
D1;05.03.2005;Hamburg;Leverkusen;1;0;H;1;0;H;9;12;29;23;4;3;5;3;0;0;lut.25;mar.25;lut.75;02.lut;03.mar;02.wrz;02.lut;mar.25;mar.15;02.sty;3;03.sty;02.lut;03.lut;02.sie;lut.25;mar.25;lut.88;02.sty;03.mar;lut.87;lut.25;sty.55;sty.65;02.lut;sty.55;02.mar;0;sty.92;sty.92;-0.25;sty.95;sty.95;-0.25
D1;05.03.2005;Hannover;Hansa Rostock;0;1;A;0;1;A;11;12;21;23;7;4;0;3;0;0;sty.66;03.kwi;04.maj;sty.55;03.wrz;5;sty.65;mar.55;maj.25;01.cze;03.kwi;04.cze;sty.62;03.maj;04.maj;sty.62;03.maj;5;sty.61;03.mar;5;02.maj;sty.65;01.lip;02.sty;02.maj;01.lip;-1;sty.88;sty.96;-0.75;sty.85;02.maj;-0.75
D1;05.03.2005;Mainz;Freiburg;5;0;H;3;0;H;17;12;21;14;6;13;1;3;0;0;01.wrz;mar.25;03.maj;01.sie;03.kwi;4;01.wrz;mar.35;03.wrz;01.sie;03.sty;03.sie;sty.91;mar.25;03.kwi;sty.91;03.lut;mar.75;2;03.mar;03.sty;01.wrz;sty.79;01.lip;02.sty;sty.65;lut.15;-0.25;sty.88;sty.96;-0.5;1.975;1.925;-0.5
D1;05.03.2005;M'gladbach;Wolfsburg;1;0;H;0;0;D;15;7;12;20;5;3;2;1;0;0;01.wrz;mar.25;03.maj;02.maj;03.lut;03.mar;02.sty;mar.25;mar.35;02.sty;3;03.sty;2;03.lut;03.lut;2;mar.25;03.kwi;02.maj;03.mar;3;02.maj;sty.65;01.sie;2;sty.75;2;-0.25;sty.98;sty.86;-0.5;02.maj;sty.85;-0.5
D1;05.03.2005;Stuttgart;Bielefeld;2;1;H;0;0;D;19;5;23;23;9;2;0;1;0;0;01.maj;03.maj;6;sty.45;04.lut;05.lip;sty.55;mar.75;6;01.maj;03.lip;5;sty.53;03.maj;05.maj;sty.53;03.cze;6;01.maj;03.cze;05.maj;2;sty.71;01.sie;2;sty.95;01.sie;-1.25;sty.86;sty.98;-1;sty.85;02.maj;-1
D1;06.03.2005;Hertha;Kaiserslautern;1;1;D;0;0;D;24;11;14;21;6;6;3;2;0;0;sty.66;03.kwi;04.maj;01.cze;03.lip;04.wrz;sty.67;03.cze;04.wrz;01.lip;03.lut;04.lut;sty.67;03.kwi;kwi.33;sty.67;03.maj;kwi.75;01.lip;03.mar;kwi.33;02.maj;sty.65;01.lip;02.sty;02.maj;01.lip;-1;sty.82;02.lut;-0.75;1.825;2.075;-0.75
D1;06.03.2005;Nurnberg;Dortmund;2;2;D;0;0;D;17;16;19;16;4;7;5;3;1;0;lut.62;03.lut;lut.37;02.maj;03.mar;02.maj;lut.55;03.mar;02.cze;02.maj;3;02.maj;02.maj;03.lut;02.maj;02.cze;03.lut;02.cze;02.maj;mar.25;02.kwi;2;sty.71;01.sie;2;02.lut;01.cze;-0.25;sty.86;sty.98;0;01.wrz;2;0
D1;12.03.2005;Bielefeld;Hamburg;3;4;A;2;3;A;19;10;21;33;5;3;3;3;0;1;02.kwi;03.lut;02.cze;02.maj;03.mar;02.maj;lut.62;mar.25;lut.55;02.maj;3;02.maj;02.maj;03.lut;02.maj;02.maj;03.lut;02.cze;lut.37;03.sty;lut.62;sty.71;2;01.sie;2;01.wrz;sty.82;0;02.lut;sty.82;0;2;01.wrz;0
D1;12.03.2005;Freiburg;Nurnberg;2;3;A;1;1;D;15;20;14;18;8;7;1;3;0;0;02.kwi;03.lut;02.cze;lut.35;mar.35;lut.65;lut.35;03.mar;lut.85;02.maj;3;02.maj;lut.38;03.lut;02.cze;lut.38;03.lut;lut.75;02.mar;03.lut;lut.62;sty.65;02.maj;01.sie;2;02.maj;01.lip;-0.25;02.cze;sty.78;-0.25;02.maj;sty.85;-0.25
D1;12.03.2005;Hansa Rostock;Bochum;3;1;H;1;0;H;14;19;23;25;3;5;1;2;0;0;2;mar.25;mar.25;2;mar.45;03.lut;02.maj;03.mar;mar.45;2;03.sty;03.lut;2;03.lut;03.lut;02.sty;mar.25;03.lut;2;03.lut;03.lut;sty.75;sty.95;01.sie;2;sty.73;2;-0.25;sty.78;02.cze;-0.25;01.sie;02.sty;-0.25
D1;12.03.2005;Kaiserslautern;M'gladbach;1;0;H;1;0;H;17;17;23;19;3;5;1;1;0;0;01.wrz;mar.25;03.maj;01.sie;03.kwi;mar.95;02.sty;mar.15;03.kwi;01.sie;03.sty;03.sie;sty.91;mar.25;03.kwi;2;mar.25;03.kwi;sty.72;03.kwi;4;01.sie;01.sie;01.sie;2;sty.73;2;-0.25;sty.78;02.cze;-0.25;01.sie;02.sty;-0.25
D1;12.03.2005;Leverkusen;Hertha;3;3;D;2;2;D;22;9;18;17;11;2;2;0;0;1;2;mar.25;mar.25;sty.95;03.mar;03.maj;2;03.mar;mar.65;02.sty;3;03.sty;2;03.lut;03.lut;2;mar.25;03.kwi;sty.95;mar.25;03.mar;sty.65;02.maj;sty.65;02.lut;2;sty.73;-0.5;02.kwi;01.sie;-0.5;lut.15;sty.75;-0.5
D1;12.03.2005;Werder Bremen;Mainz;0;0;D;0;0;D;20;8;14;18;6;8;2;3;0;0;sty.33;kwi.33;07.maj;sty.25;05.lut;09.lut;01.mar;kwi.75;10;sty.27;04.mar;08.maj;sty.33;4;8;sty.33;kwi.33;08.maj;01.mar;kwi.33;8;sty.45;02.maj;sty.55;lut.37;;;;sty.88;sty.96;-1.5;1.925;1.975;-1.5
D1;12.03.2005;Wolfsburg;Hannover;1;0;H;1;0;H;13;17;28;15;3;8;3;3;0;0;sty.61;03.kwi;5;01.lip;03.cze;04.mar;sty.75;03.kwi;kwi.75;01.lip;03.lut;04.lut;sty.62;03.maj;04.maj;sty.62;03.maj;5;sty.61;03.maj;04.maj;sty.66;02.maj;01.lip;02.sty;sty.82;01.wrz;-0.75;sty.78;02.cze;-0.75;01.sie;02.sty;-0.75
D1;13.03.2005;Dortmund;Stuttgart;0;2;A;0;1;A;18;13;20;16;8;1;3;4;1;1;02.mar;03.lut;02.lip;02.lut;mar.35;lut.85;lut.25;03.mar;3;02.mar;3;02.lip;lut.25;03.lut;lut.75;02.mar;03.lut;lut.88;02.mar;03.sty;lut.75;sty.79;01.wrz;01.sie;2;2;sty.73;-0.25;02.sie;sty.76;-0.25;lut.15;sty.75;-0.25
D1;13.03.2005;Schalke 04;Bayern Munich;1;0;H;0;0;D;11;17;23;26;1;4;2;2;0;0;02.maj;3;lut.62;lut.35;mar.25;02.lip;lut.45;03.lut;02.sie;02.mar;3;02.lip;02.maj;lut.88;lut.62;02.maj;03.lut;02.lip;02.mar;03.sty;lut.75;sty.79;01.wrz;sty.85;sty.95;sty.73;2;0;02.gru;sty.72;-0.25;01.sie;02.sty;0
D1;19.03.2005;Bayern Munich;Hansa Rostock;3;1;H;1;1;D;25;6;16;22;9;5;3;5;0;0;sty.22;5;10;01.lut;maj.75;10.maj;sty.25;05.maj;10.maj;sty.25;04.maj;9;sty.22;5;9;sty.25;5;10;sty.22;5;09.maj;sty.55;lut.25;01.cze;02.mar;sty.75;02.sie;-1.5;01.lip;lut.14;-1.5;1.775;2.125;-1.5
D1;19.03.2005;Bochum;Wolfsburg;5;1;H;4;0;H;12;19;13;21;5;9;1;2;0;0;02.kwi;03.lut;02.cze;02.mar;mar.35;02.lip;02.kwi;mar.35;lut.75;02.kwi;03.sty;02.maj;lut.38;03.lut;02.cze;lut.38;mar.25;02.lip;02.kwi;mar.25;02.maj;sty.71;2;01.lip;02.sty;sty.77;02.maj;0;sty.76;02.sie;0;1.775;2.125;0
D1;19.03.2005;Hamburg;Dortmund;2;3;A;1;1;D;10;17;20;19;3;3;2;3;0;0;01.sie;mar.25;4;01.sie;03.maj;mar.85;sty.83;03.kwi;04.lut;sty.85;03.sty;03.cze;sty.73;03.kwi;4;01.sie;03.kwi;4;sty.72;mar.25;04.lut;01.cze;lut.15;sty.65;02.lut;sty.83;sty.88;-0.5;sty.76;02.sie;-0.5;1.825;2.075;-0.5
D1;19.03.2005;Hannover;M'gladbach;2;1;H;0;1;A;9;11;13;21;4;2;1;3;0;0;02.sty;mar.25;3;sty.95;03.mar;03.maj;02.sty;mar.25;03.kwi;2;03.sty;03.lut;02.sty;03.lut;3;02.sty;03.lut;03.lut;2;03.mar;03.sty;sty.85;sty.85;01.wrz;01.wrz;sty.85;sty.95;-0.25;sty.82;02.lut;-0.25;sty.85;02.maj;-0.25
D1;19.03.2005;Hertha;Bielefeld;3;0;H;1;0;H;12;15;23;18;3;4;0;3;0;0;01.maj;03.maj;6;01.maj;03.wrz;05.cze;sty.55;mar.75;6;sty.55;03.maj;04.sie;01.maj;03.kwi;6;sty.53;03.cze;6;sty.53;03.maj;05.maj;sty.71;2;01.sie;2;sty.85;sty.95;-1;sty.86;sty.98;-1;sty.85;02.maj;-1
D1;19.03.2005;Leverkusen;Kaiserslautern;2;0;H;1;0;H;16;13;13;21;5;9;2;2;0;0;sty.66;03.kwi;04.maj;sty.55;03.sie;05.lut;sty.65;03.cze;05.lut;01.lip;03.lut;04.lut;sty.62;03.maj;04.maj;sty.62;03.maj;5;sty.66;03.mar;04.maj;01.cze;lut.15;01.cze;02.mar;sty.75;02.sie;-0.75;sty.76;02.sie;-0.75;1.825;2.075;-0.75
D1;19.03.2005;Nurnberg;Werder Bremen;1;2;A;0;2;A;12;18;17;23;2;10;3;2;0;0;mar.75;03.mar;01.sie;03.kwi;03.maj;01.wrz;04.sty;03.kwi;sty.85;03.lut;03.sty;2;mar.75;03.lut;sty.83;kwi.33;mar.25;01.sie;03.cze;03.mar;sty.83;sty.55;lut.25;sty.53;02.kwi;sty.86;sty.85;0.5;02.cze;sty.78;0.5;2.075;1.825;0.5
D1;20.03.2005;Mainz;Schalke 04;2;1;H;1;0;H;15;17;18;27;4;5;1;3;0;0;04.lut;03.kwi;sty.83;04.sty;03.maj;sty.75;kwi.25;03.kwi;sty.83;03.sie;03.sty;01.sie;4;03.lut;01.sie;4;03.kwi;sty.85;mar.75;03.mar;01.sie;sty.75;sty.95;sty.85;sty.95;sty.89;sty.83;0.5;sty.98;sty.86;0.5;02.maj;sty.85;0.5
D1;20.03.2005;Stuttgart;Freiburg;1;0;H;1;0;H;16;6;16;23;7;5;1;2;0;0;sty.28;04.maj;08.maj;sty.25;05.lut;09.lut;sty.28;maj.25;09.maj;01.mar;04.lut;8;sty.22;5;9;sty.29;kwi.75;9;sty.25;5;8;01.maj;lut.35;sty.55;lut.37;sty.73;02.sty;-1.5;sty.74;02.sty;-1.5;02.maj;sty.85;-1.75
D1;02.04.2005;Bielefeld;Leverkusen;1;0;H;0;0;D;12;12;17;24;8;5;1;2;0;0;3;mar.25;02.sty;02.wrz;03.mar;02.lut;3;03.lut;lut.25;02.wrz;3;02.lut;lut.75;03.lut;lut.25;3;03.lut;02.lut;lut.62;03.mar;lut.25;01.cze;lut.15;sty.61;lut.25;2;01.sie;0.25;02.kwi;01.sie;0.25;2.025;1.875;0.25
D1;02.04.2005;Freiburg;Hamburg;1;1;D;1;1;D;12;18;22;25;2;3;3;3;0;1;03.maj;mar.25;01.wrz;04.sty;03.maj;sty.75;04.sty;03.mar;sty.85;4;03.lut;sty.75;mar.75;mar.25;01.sie;4;03.kwi;01.sie;03.cze;03.kwi;01.sie;sty.55;lut.25;01.cze;02.mar;sty.85;01.sie;0.5;;;;2;01.wrz;0.5
D1;02.04.2005;Hansa Rostock;Mainz;2;0;H;1;0;H;8;15;21;16;2;6;2;1;0;0;01.sie;03.mar;mar.75;sty.95;03.mar;03.maj;sty.85;03.kwi;03.wrz;01.wrz;03.sty;03.maj;01.sie;03.lut;4;01.sie;03.lut;kwi.33;sty.95;03.mar;mar.25;sty.71;2;sty.75;02.maj;01.wrz;sty.76;-0.5;01.sie;02.kwi;-0.5;sty.85;02.maj;-0.5
D1;02.04.2005;Kaiserslautern;Hannover;0;2;A;0;0;D;18;8;21;19;8;1;2;2;0;0;01.sie;mar.25;4;01.sie;03.kwi;4;01.sie;03.mar;04.mar;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;01.sie;03.kwi;4;sty.72;03.kwi;4;sty.79;01.wrz;01.sie;2;01.sie;sty.87;-0.5;sty.84;2;-0.5;1.825;02.maj;-0.5
D1;02.04.2005;Schalke 04;Nurnberg;4;1;H;3;0;H;19;9;9;16;7;4;1;2;0;0;sty.36;4;07.maj;01.kwi;04.sty;7;sty.37;kwi.25;8;01.kwi;03.wrz;6;sty.36;4;7;sty.36;04.lut;8;sty.36;mar.75;8;sty.55;lut.25;sty.53;02.kwi;01.sie;2;-1.25;sty.74;02.sty;-1.25;01.sie;02.sty;-1.25
D1;02.04.2005;Werder Bremen;Stuttgart;1;2;A;0;0;D;13;6;19;26;6;3;3;4;1;0;01.wrz;03.sty;mar.75;01.wrz;mar.35;03.cze;01.wrz;mar.25;mar.85;01.wrz;03.sty;03.maj;sty.91;mar.25;03.kwi;sty.95;mar.25;03.cze;01.wrz;mar.25;03.kwi;sty.65;02.maj;sty.61;lut.25;01.wrz;sty.76;-0.5;sty.92;sty.92;-0.5;01.wrz;2;-0.5
D1;02.04.2005;Wolfsburg;Bayern Munich;0;3;A;0;2;A;8;10;19;16;8;2;2;1;0;0;mar.75;03.kwi;01.sie;04.sty;03.maj;sty.75;4;03.kwi;sty.85;03.cze;03.sty;sty.85;mar.75;mar.25;01.sie;mar.75;03.kwi;sty.85;03.cze;03.mar;sty.83;01.cze;lut.15;01.cze;02.mar;sty.84;sty.85;0.5;2;sty.84;0.5;2.075;1.825;0.5
