Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SOH;SOD;SOA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;GBAHH;GBAHA;GBAH;B365AHH;B365AHA;B365AH
F1;27.09.2003;Rennes;Le Mans;2;0;H;1;0;H;sty.66;03.lut;5;sty.65;mar.15;05.mar;sty.65;03.lut;04.cze;1.667;mar.25;04.maj;;;;sty.61;mar.25;05.lut;sty.72;03.sty;04.maj;02.sty;sty.56;sty.85;sty.95;-0.75;sty.85;02.maj;-0.75
F1;28.09.2003;Bordeaux;Ajaccio;1;0;H;0;0;D;sty.66;03.lut;5;01.lip;mar.15;kwi.85;01.cze;03.mar;04.sie;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.66;03.sty;5;2;sty.61;01.wrz;01.wrz;-0.75;sty.85;02.maj;-0.75
F1;28.09.2003;Strasbourg;Nantes;1;0;H;0;0;D;02.mar;lut.87;3;02.mar;3;02.wrz;02.mar;02.wrz;02.sie;02.sty;03.lut;3;;;;02.mar;lut.87;3;lut.37;3;02.lip;2;sty.61;02.mar;sty.77;-0.25;02.sty;01.sie;-0.25
F1;04.10.2003;Ajaccio;Lyon;2;4;A;1;1;D;lut.87;03.lut;02.lut;03.sty;03.sty;02.lut;03.sty;3;02.sty;;;;;;;3;03.sty;02.lut;03.kwi;3;2;sty.95;sty.66;sty.95;sty.85;0.25;02.maj;sty.85;0.25
F1;04.10.2003;Auxerre;Lille;3;0;H;2;0;H;sty.72;03.lut;04.maj;sty.75;03.lut;kwi.65;sty.65;03.lut;04.cze;;;;;;;sty.75;03.sty;04.maj;sty.66;03.mar;04.maj;01.wrz;01.lip;01.lip;02.maj;-0.5;1.825;2.075;-0.5
F1;04.10.2003;Guingamp;Monaco;1;2;A;0;2;A;mar.25;3;02.sty;mar.35;03.sty;02.sty;03.lut;02.wrz;02.sty;;;;;;;mar.25;3;02.sty;03.mar;03.sty;2;01.wrz;01.lip;2;01.sie;0.25;01.sie;02.sty;0.5
F1;04.10.2003;Le Mans;Bordeaux;0;0;D;0;0;D;3;3;lut.25;3;3;02.mar;3;03.sty;02.sty;;;;;;;3;3;lut.25;02.sie;03.sty;lut.25;02.lut;sty.51;01.wrz;01.wrz;0.25;2;01.wrz;0.25
F1;04.10.2003;Lens;Metz;0;2;A;0;0;D;sty.66;03.lut;5;sty.67;mar.25;05.lut;01.cze;03.mar;04.sie;;;;;;;sty.61;03.lut;05.maj;sty.57;03.mar;05.maj;02.sty;sty.56;sty.85;sty.95;-0.75;sty.85;02.maj;-0.75
F1;04.10.2003;Nantes;Rennes;1;0;H;1;0;H;sty.66;03.lut;5;01.lip;mar.25;kwi.95;sty.65;03.lut;04.cze;;;;;;;01.lip;03.lut;kwi.75;sty.61;03.mar;5;02.lut;sty.51;01.wrz;01.wrz;-0.75;1.925;1.975;-0.75
F1;04.10.2003;Nice;Strasbourg;0;0;D;0;0;D;01.sie;3;kwi.33;sty.85;3;04.maj;sty.75;03.sty;04.lut;;;;;;;01.sie;03.lut;4;sty.72;03.lut;kwi.33;2;sty.61;01.sie;2;-0.5;01.wrz;2;-0.5
F1;04.10.2003;Sochaux;Paris SG;0;1;A;0;1;A;lut.25;3;3;02.mar;3;3;02.kwi;02.wrz;02.lip;;;;;;;lut.25;03.sty;lut.87;02.lut;03.sty;lut.87;01.wrz;01.lip;2;01.sie;-0.25;2;01.wrz;-0.25
F1;04.10.2003;Toulouse;Montpellier;2;2;D;1;1;D;02.sty;3;mar.25;lut.15;3;mar.35;02.lut;02.wrz;3;;;;;;;02.sty;3;03.mar;01.wrz;03.lut;03.maj;02.sty;sty.56;02.sty;sty.67;-0.5;02.sty;01.sie;-0.5
F1;05.10.2003;Marseille;Bastia;3;1;H;2;0;H;sty.44;mar.75;06.maj;01.maj;03.maj;7;01.kwi;03.lip;06.maj;;;;;;;sty.44;03.cze;7;sty.36;4;7;01.sie;01.sie;01.wrz;01.wrz;-1;1.975;1.925;-1
F1;17.10.2003;Strasbourg;Marseille;4;1;H;3;1;H;02.maj;3;lut.62;02.maj;lut.95;02.cze;02.cze;02.sie;02.cze;02.maj;03.lut;02.maj;;;;02.cze;3;02.maj;02.lip;3;lut.37;02.sty;sty.56;01.wrz;01.wrz;0;2.025;1.875;0
F1;18.10.2003;Bastia;Lens;3;1;H;2;0;H;2;3;03.maj;sty.95;03.maj;mar.55;01.wrz;03.sty;03.maj;;;;;;;2;3;03.maj;01.wrz;03.sty;03.cze;2;sty.61;sty.95;sty.85;-0.5;02.maj;sty.85;-0.5
F1;18.10.2003;Bordeaux;Toulouse;1;2;A;0;1;A;sty.57;03.kwi;05.maj;01.cze;mar.35;5;sty.55;03.mar;05.lut;;;;;;;sty.61;mar.25;maj.25;sty.61;03.sty;05.maj;sty.95;sty.66;2;01.sie;-1;02.sty;01.sie;-1
F1;18.10.2003;Lille;Ajaccio;0;0;D;0;0;D;sty.83;3;04.lut;sty.85;03.sty;mar.85;sty.75;03.sty;04.lut;;;;;;;sty.83;3;04.lut;01.sie;03.sty;4;02.sty;sty.56;sty.83;sty.97;-0.5;01.wrz;2;-0.5
F1;18.10.2003;Lyon;Sochaux;1;1;D;0;0;D;sty.57;03.kwi;05.maj;sty.65;03.mar;kwi.65;sty.55;03.mar;05.lut;;;;;;;sty.61;mar.25;maj.25;sty.53;03.kwi;05.maj;01.sie;01.sie;2;01.sie;-1;02.sty;01.sie;-1
F1;18.10.2003;Metz;Nantes;1;3;A;1;1;D;lut.37;3;lut.75;lut.37;lut.95;lut.72;02.mar;3;02.lip;;;;;;;02.kwi;02.wrz;02.sie;lut.37;3;02.lip;02.lut;sty.51;sty.75;02.maj;0;01.sie;02.sty;0
F1;18.10.2003;Monaco;Auxerre;1;1;D;0;1;A;sty.72;mar.25;kwi.33;sty.65;mar.25;kwi.75;sty.65;03.lut;04.cze;1.615;mar.25;5;;;;sty.61;03.kwi;5;sty.61;03.mar;5;01.sie;01.sie;01.wrz;01.wrz;-0.75;1.975;1.925;-0.75
F1;18.10.2003;Montpellier;Guingamp;2;0;H;1;0;H;01.wrz;03.lut;03.cze;01.wrz;03.sty;mar.65;01.wrz;03.sty;03.maj;;;;;;;01.wrz;03.sty;mar.75;sty.83;3;4;sty.95;sty.66;01.wrz;01.wrz;-0.5;02.maj;sty.85;-0.5
F1;18.10.2003;Paris SG;Le Mans;5;1;H;2;1;H;sty.33;4;9;sty.33;4;8;sty.35;4;7;;;;;;;sty.33;4;08.maj;sty.36;mar.75;8;sty.74;sty.85;2;01.sie;-1.5;02.sty;01.sie;-1.5
F1;18.10.2003;Rennes;Nice;0;0;D;0;0;D;02.lut;3;03.sty;02.sty;3;03.lut;2;02.wrz;03.kwi;;;;;;;02.lut;lut.87;03.lut;2;3;03.kwi;2;sty.61;sty.85;sty.95;-0.25;sty.95;sty.95;-0.25
F1;25.10.2003;Ajaccio;Paris SG;0;0;D;0;0;D;mar.25;3;02.sty;03.mar;03.sty;2;03.mar;3;2;lut.75;03.lut;lut.25;;;;03.lut;3;02.sty;03.lut;3;02.sty;02.sty;sty.56;01.sie;2;0.5;2;01.wrz;0.25
F1;25.10.2003;Auxerre;Montpellier;0;1;A;0;1;A;sty.61;mar.25;5;01.cze;03.lut;05.kwi;sty.55;03.kwi;5;1.615;mar.25;5;;;;sty.57;mar.25;05.maj;sty.53;03.kwi;05.maj;sty.85;sty.74;2;01.sie;-1;sty.75;lut.15;-0.75
F1;25.10.2003;Guingamp;Toulouse;1;0;H;0;0;D;02.sty;3;mar.25;01.wrz;03.sty;mar.65;02.sty;02.sie;03.mar;02.sty;03.lut;3;;;;2;3;03.kwi;01.wrz;03.sty;03.cze;2;sty.61;01.wrz;01.wrz;-0.5;02.sty;01.sie;-0.5
F1;25.10.2003;Le Mans;Bastia;1;1;D;1;1;D;02.maj;3;lut.62;lut.55;3;02.maj;02.maj;3;02.maj;02.maj;mar.25;02.kwi;;;;02.maj;03.sty;02.maj;02.maj;03.sty;02.maj;02.lut;sty.51;01.wrz;01.wrz;0;sty.95;sty.95;0
F1;25.10.2003;Lens;Lille;2;1;H;0;1;A;01.wrz;03.lut;03.cze;sty.85;03.sty;mar.85;sty.85;02.wrz;03.sie;01.sie;3;4.333;;;;01.wrz;3;mar.75;2;lut.87;03.cze;;;sty.85;sty.95;-0.5;2;01.wrz;-0.5
F1;25.10.2003;Marseille;Rennes;2;0;H;1;0;H;01.kwi;mar.75;07.maj;sty.45;mar.45;7;sty.45;03.maj;6;1.444;03.cze;06.maj;;;;01.kwi;03.cze;07.maj;01.kwi;03.cze;07.maj;sty.95;sty.66;01.wrz;01.wrz;-1.25;2.025;1.875;-1.25
F1;25.10.2003;Nantes;Lyon;0;1;A;0;0;D;lut.37;3;lut.75;02.mar;3;02.sie;02.mar;02.wrz;02.sie;lut.25;03.lut;lut.75;;;;02.mar;3;02.sie;02.mar;03.sty;lut.75;02.lut;sty.51;01.sie;2;0;sty.85;02.maj;0
F1;25.10.2003;Nice;Bordeaux;0;0;D;0;0;D;2;3;03.maj;sty.95;03.sty;03.maj;01.wrz;3;03.cze;1.833;03.lut;mar.75;;;;2;3;03.kwi;2;3;03.kwi;02.lut;sty.51;sty.95;sty.85;-0.5;sty.85;02.maj;-0.25
F1;25.10.2003;Strasbourg;Metz;0;2;A;0;1;A;sty.66;03.lut;5;sty.75;03.lut;04.lut;sty.85;3;03.sie;01.sie;03.lut;4;;;;01.lip;mar.25;kwi.33;sty.66;03.sty;5;02.sty;sty.56;2;01.sie;-0.75;sty.75;lut.15;-0.5
F1;26.10.2003;Sochaux;Monaco;1;1;D;0;1;A;02.maj;3;lut.62;lut.55;3;02.maj;02.lip;02.wrz;02.kwi;02.maj;2.875;2.625;;;;02.cze;lut.87;02.cze;02.cze;02.sie;02.cze;01.wrz;01.lip;01.wrz;01.wrz;0;sty.85;02.maj;0
F1;01.11.2003;Bastia;Ajaccio;1;1;D;1;0;H;sty.72;03.lut;04.maj;01.sie;03.sty;4;01.sie;03.sty;03.sie;01.sie;03.lut;4;;;;sty.75;03.lut;04.lut;01.sie;03.sty;4;02.sty;sty.56;01.sie;2;-0.5;sty.85;02.maj;-0.5
F1;01.11.2003;Bordeaux;Marseille;1;0;H;1;0;H;02.maj;03.lut;02.maj;lut.45;3;02.cze;02.mar;02.sie;02.wrz;02.maj;2.875;2.625;;;;02.maj;03.sty;02.maj;02.maj;03.sty;02.maj;02.lut;sty.51;01.sie;2;0;sty.85;02.maj;0
F1;01.11.2003;Lille;Guingamp;1;3;A;0;0;D;sty.83;3;kwi.33;sty.75;03.sty;kwi.25;01.sie;3;4;01.sie;03.lut;4;;;;01.sie;03.sty;4;sty.83;3;4;02.lut;sty.51;sty.75;02.maj;-0.5;1.925;1.975;-0.5
F1;01.11.2003;Lyon;Nice;5;0;H;4;0;H;sty.57;03.kwi;05.maj;sty.57;mar.33;maj.25;sty.65;03.sty;04.sie;1.615;mar.25;5;;;;sty.62;mar.25;5;sty.57;03.mar;05.maj;2;sty.61;01.sie;2;-0.75;01.sie;02.sty;-0.75
F1;01.11.2003;Metz;Sochaux;0;1;A;0;1;A;02.mar;3;lut.87;lut.25;3;lut.85;02.sty;02.wrz;03.lut;lut.25;03.lut;lut.75;;;;lut.25;3;lut.88;lut.25;03.sty;02.sie;02.lut;sty.51;2;01.sie;-0.25;2.075;1.825;-0.25
F1;01.11.2003;Monaco;Le Mans;4;2;H;2;2;D;sty.25;04.maj;11;sty.23;04.maj;11;sty.25;04.lut;10;01.lut;5;11;;;;sty.25;04.maj;09.maj;sty.22;5;09.maj;01.sie;01.sie;01.lip;02.maj;-1.5;01.sie;02.sty;-1.5
F1;01.11.2003;Montpellier;Nantes;4;1;H;3;0;H;02.mar;3;lut.87;02.kwi;3;lut.65;02.mar;02.wrz;02.sie;02.kwi;mar.25;02.maj;;;;02.mar;3;02.sie;lut.25;03.sty;02.sie;02.sty;sty.56;01.sie;2;0;1.775;2.125;0
F1;01.11.2003;Rennes;Strasbourg;1;1;D;1;0;H;02.sty;3;mar.25;02.sty;03.maj;03.sty;02.sty;02.wrz;03.lut;02.sty;03.lut;3;;;;02.sty;3;mar.25;02.sty;3;03.lut;02.lut;sty.51;sty.85;sty.95;-0.25;1.875;2.025;-0.25
F1;01.11.2003;Toulouse;Auxerre;0;3;A;0;2;A;02.maj;3;lut.62;lut.45;3;02.cze;02.lip;02.sie;02.maj;02.maj;2.875;2.625;;;;02.maj;3;02.cze;02.mar;03.sty;lut.75;2;sty.61;sty.85;sty.95;0;sty.95;sty.95;0
F1;02.11.2003;Paris SG;Lens;0;1;A;0;0;D;sty.61;03.lut;05.maj;sty.55;mar.33;05.maj;01.cze;03.lut;5;1.571;mar.25;05.maj;;;;sty.57;mar.25;05.maj;sty.53;03.kwi;05.maj;2;sty.61;01.sie;2;-0.75;sty.85;02.maj;-0.75
F1;08.11.2003;Le Mans;Metz;2;0;H;1;0;H;02.cze;lut.87;02.cze;lut.55;3;lut.65;02.mar;02.wrz;02.sie;02.maj;03.lut;02.maj;;;;02.maj;3;02.cze;02.maj;03.sty;02.maj;02.lut;sty.51;01.sie;2;0;01.sie;02.sty;0
F1;08.11.2003;Nantes;Paris SG;0;1;A;0;0;D;02.mar;3;lut.87;02.kwi;3;lut.85;02.mar;02.wrz;02.sie;lut.25;03.lut;lut.75;;;;02.mar;3;lut.87;02.mar;3;02.sie;02.lut;sty.51;sty.75;02.sie;0;2.125;1.775;-0.25
F1;08.11.2003;Nice;Bastia;2;0;H;1;0;H;01.wrz;02.wrz;4;01.wrz;03.sty;4;01.wrz;02.sie;4;1.909;03.lut;03.maj;;;;01.wrz;02.wrz;4;;;;02.sty;sty.56;01.wrz;01.wrz;-0.5;01.wrz;2;-0.5
F1;08.11.2003;Rennes;Lille;2;2;D;0;1;A;01.wrz;02.wrz;4;01.wrz;03.sty;4;sty.75;03.sty;04.lut;01.sie;03.lut;4;;;;sty.85;03.sty;4;01.wrz;3;mar.75;02.sty;sty.56;01.wrz;01.wrz;-0.5;1.975;1.925;-0.5
F1;09.11.2003;Ajaccio;Monaco;0;1;A;0;0;D;mar.25;3;02.sty;mar.15;3;lut.15;03.mar;3;2;03.maj;03.lut;1.909;;;;mar.25;3;02.sty;03.cze;03.sty;01.wrz;sty.85;sty.74;sty.75;02.sty;0.5;1.875;2.025;0.5
F1;09.11.2003;Auxerre;Guingamp;3;0;H;2;0;H;sty.61;03.lut;05.maj;sty.62;03.mar;05.maj;01.cze;03.mar;04.sie;1.571;mar.25;05.maj;;;;sty.61;03.kwi;5;sty.57;03.mar;05.maj;01.sie;01.sie;01.sie;2;-0.75;1.875;2.025;-0.75
F1;09.11.2003;Lens;Montpellier;3;2;H;1;2;A;01.sie;03.sty;04.lut;01.sie;03.sty;04.maj;sty.75;03.sty;04.lut;1.909;03.lut;03.maj;;;;sty.85;03.sty;4;01.sie;03.sty;4;2;sty.61;2;01.sie;-0.75;02.sty;01.sie;-0.75
F1;09.11.2003;Marseille;Lyon;1;4;A;1;2;A;02.lut;3;03.sty;lut.25;3;03.sty;02.mar;02.sie;02.wrz;lut.25;03.lut;lut.75;;;;lut.25;3;3;02.lut;3;3;sty.95;sty.66;01.sie;2;0;02.maj;sty.85;-0.25
F1;09.11.2003;Sochaux;Toulouse;3;1;H;1;0;H;sty.57;03.lut;6;01.cze;03.mar;maj.75;01.cze;03.mar;04.sie;1.571;mar.25;05.maj;;;;sty.57;03.kwi;05.maj;sty.57;03.mar;05.maj;2;sty.61;2;01.sie;-1;02.sty;01.sie;-1
F1;09.11.2003;Strasbourg;Bordeaux;1;1;D;0;1;A;02.sty;3;mar.25;02.lut;03.sty;03.sty;02.mar;02.wrz;02.sie;2;03.lut;03.lut;;;;02.lut;3;03.sty;02.sty;3;03.lut;02.sty;sty.56;01.wrz;01.wrz;-0.25;2.025;1.875;-0.25
F1;21.11.2003;Lyon;Strasbourg;1;0;H;0;0;D;sty.53;mar.25;06.maj;sty.47;03.maj;06.lip;01.maj;03.maj;05.kwi;01.maj;03.kwi;6;;;;01.maj;03.maj;6;01.maj;03.kwi;6;sty.71;01.wrz;01.sie;2;-1;01.sie;02.sty;-1
F1;22.11.2003;Bastia;Nantes;1;3;A;1;1;D;2;3;03.maj;02.maj;mar.15;mar.25;2;3;03.mar;02.sty;03.lut;3;;;;02.sty;3;mar.25;2;03.sty;03.mar;sty.95;sty.66;2;01.sie;-0.5;2.025;1.875;-0.5
F1;22.11.2003;Bordeaux;Rennes;2;1;H;1;1;D;sty.72;03.lut;04.maj;sty.75;mar.15;04.maj;sty.65;03.sty;04.sie;01.sie;03.lut;4;;;;sty.67;03.lut;5;sty.66;03.mar;04.maj;02.sty;sty.56;sty.85;sty.95;-0.75;1.825;2.075;-0.75
F1;22.11.2003;Guingamp;Sochaux;1;2;A;0;1;A;lut.37;3;lut.75;02.kwi;3;lut.75;02.maj;02.wrz;02.cze;02.kwi;mar.25;02.maj;;;;02.kwi;3;lut.75;02.kwi;03.sty;02.cze;02.lut;sty.51;sty.75;02.maj;0;01.sie;02.sty;0
F1;22.11.2003;Lille;Marseille;0;2;A;0;1;A;lut.62;3;02.maj;lut.75;3;02.kwi;02.maj;02.wrz;02.cze;02.maj;03.lut;02.maj;;;;02.cze;3;02.maj;02.maj;03.sty;02.maj;02.sty;sty.56;02.maj;sty.75;0;02.maj;sty.85;0
F1;22.11.2003;Metz;Auxerre;0;2;A;0;0;D;02.maj;3;lut.62;02.maj;3;lut.65;02.maj;02.wrz;02.cze;02.maj;03.lut;02.maj;;;;02.maj;3;02.cze;02.maj;03.sty;02.maj;02.lut;sty.51;01.wrz;01.wrz;0;1.925;1.975;0
F1;22.11.2003;Monaco;Lens;2;0;H;0;0;D;sty.57;mar.25;6;sty.57;03.mar;maj.75;01.cze;03.mar;04.sie;01.maj;03.kwi;6;;;;sty.57;03.kwi;05.maj;sty.61;03.mar;5;sty.74;sty.85;sty.95;sty.85;-1;02.maj;sty.85;-1
F1;22.11.2003;Montpellier;Ajaccio;3;1;H;1;1;D;sty.72;03.lut;04.maj;sty.75;mar.15;04.maj;01.lip;03.sty;04.kwi;01.sie;03.lut;4;;;;sty.75;03.lut;kwi.33;sty.72;03.lut;kwi.33;2;sty.61;sty.75;02.maj;-0.5;01.wrz;2;-0.5
F1;22.11.2003;Toulouse;Le Mans;1;1;D;0;1;A;01.wrz;03.sty;mar.75;sty.85;3;04.sty;01.wrz;02.lip;04.lut;01.sie;03.lut;4;;;;sty.83;03.sty;4;01.wrz;03.sty;03.cze;2;sty.61;sty.85;sty.95;-0.5;2.025;1.875;-0.5
F1;23.11.2003;Paris SG;Nice;0;0;D;0;0;D;sty.66;03.lut;5;sty.65;03.lut;maj.25;sty.65;03.sty;04.sie;1.667;03.lut;5;;;;sty.62;mar.25;05.lut;sty.66;03.sty;5;sty.95;sty.66;01.sie;2;-0.75;sty.85;02.maj;-0.75
F1;29.11.2003;Ajaccio;Toulouse;2;1;H;1;0;H;sty.83;03.sty;4;01.wrz;03.sty;03.cze;sty.85;03.sty;03.cze;1.833;03.lut;mar.75;;;;sty.91;03.sty;mar.75;01.sie;03.sty;4;02.lut;sty.51;01.wrz;01.wrz;-0.5;1.975;1.925;-0.5
F1;29.11.2003;Le Mans;Montpellier;4;0;H;3;0;H;02.maj;3;lut.62;lut.55;02.wrz;lut.55;02.cze;02.sie;02.cze;2.375;3;lut.75;;;;02.cze;lut.88;02.cze;02.maj;03.sty;02.maj;2;sty.61;01.wrz;01.wrz;0;sty.95;sty.95;0
F1;29.11.2003;Nantes;Monaco;0;1;A;0;0;D;lut.62;3;02.maj;02.cze;02.wrz;02.maj;02.lip;3;02.mar;2.625;2.875;02.maj;;;;02.cze;lut.88;02.cze;02.maj;03.sty;02.maj;2;sty.61;sty.95;sty.85;0;2;01.wrz;0
F1;29.11.2003;Nice;Metz;1;1;D;1;1;D;sty.72;03.lut;04.maj;sty.75;03.sty;kwi.25;sty.75;03.sty;04.lut;1.727;03.lut;4.333;;;;sty.75;03.lut;kwi.33;sty.72;03.lut;kwi.33;02.lut;sty.51;01.wrz;01.wrz;-0.75;02.sty;01.sie;-0.75
F1;29.11.2003;Rennes;Lyon;3;1;H;2;1;H;3;3;lut.25;mar.15;3;02.gru;03.mar;3;2;03.lut;03.lut;2;;;;3;3;lut.25;03.sty;03.sty;02.sty;sty.95;sty.66;2;01.sie;0.25;02.sty;01.sie;0.25
F1;29.11.2003;Strasbourg;Lille;2;2;D;0;1;A;sty.72;03.lut;04.maj;sty.75;03.lut;04.sty;sty.65;03.lut;04.cze;1.727;03.lut;4.333;;;;sty.75;03.lut;kwi.33;01.sie;03.sty;4;2;sty.61;sty.75;02.maj;-0.5;sty.95;sty.95;-0.75
F1;30.11.2003;Bordeaux;Bastia;1;1;D;1;0;H;sty.72;03.lut;04.maj;sty.73;03.lut;04.kwi;01.cze;03.mar;04.sie;1.727;2.875;5;;;;sty.67;mar.25;kwi.75;sty.72;03.lut;kwi.33;2;sty.61;01.wrz;01.wrz;-0.75;02.maj;sty.85;-0.75
F1;30.11.2003;Lens;Guingamp;2;1;H;1;0;H;sty.61;03.kwi;5;sty.62;03.mar;5;sty.55;03.kwi;5;1.615;mar.25;5;;;;sty.62;mar.25;05.maj;sty.61;03.mar;5;01.wrz;01.lip;01.sie;2;-0.75;01.sie;02.sty;-0.75
F1;30.11.2003;Marseille;Paris SG;0;1;A;0;0;D;2;3;03.maj;2;3;03.kwi;2;3;03.mar;2;03.lut;03.lut;;;;02.sty;3;mar.25;02.sty;lut.87;03.mar;sty.95;sty.66;01.sie;2;-0.25;01.wrz;2;-0.25
F1;30.11.2003;Sochaux;Auxerre;3;2;H;3;0;H;02.lut;3;03.sty;lut.15;lut.95;03.sty;02.mar;02.wrz;02.sie;2;03.lut;03.lut;;;;02.sty;3;mar.25;2;03.sty;03.mar;2;sty.61;01.wrz;01.wrz;-0.25;1.875;1.975;-0.25
F1;03.12.2003;Auxerre;Le Mans;1;0;H;1;0;H;01.kwi;mar.75;07.maj;sty.41;03.cze;8;sty.35;03.sie;07.maj;sty.44;03.cze;06.maj;;;;01.kwi;mar.75;07.maj;sty.36;mar.75;8;sty.85;sty.74;01.sie;2;-1;sty.85;02.maj;-1
F1;03.12.2003;Bastia;Rennes;3;2;H;1;1;D;01.sie;mar.25;4;sty.85;03.lut;03.sie;sty.85;03.sty;03.cze;01.sie;03.lut;4;;;;01.sie;03.lut;4;sty.72;mar.25;04.lut;2;sty.61;sty.85;sty.95;-0.5;02.maj;sty.85;-0.5
F1;03.12.2003;Guingamp;Ajaccio;2;0;H;0;0;D;02.sty;3;mar.25;02.maj;03.sty;mar.25;2;02.wrz;03.kwi;02.sty;03.lut;3;;;;02.sty;3;mar.25;02.sty;03.sty;03.sty;01.wrz;01.lip;2;01.sie;-0.5;sty.85;02.maj;-0.5
F1;03.12.2003;Lille;Nantes;2;0;H;1;0;H;lut.37;3;lut.75;lut.52;3;lut.58;02.maj;02.wrz;02.cze;02.maj;03.lut;02.maj;;;;02.kwi;3;lut.75;02.maj;03.sty;02.maj;01.wrz;01.lip;sty.85;sty.95;0;1.825;2.075;0
F1;03.12.2003;Paris SG;Strasbourg;3;2;H;1;1;D;sty.57;mar.25;6;sty.55;mar.35;05.sie;01.maj;03.maj;05.kwi;sty.57;mar.25;05.maj;;;;sty.53;03.kwi;6;sty.57;03.mar;05.maj;;;2;01.sie;-1;02.sty;01.sie;-1
