Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
I1;16.01.2005;Lazio;Palermo;1;3;A;1;1;D;02.sty;lut.87;03.kwi;02.maj;02.wrz;mar.75;2;02.wrz;03.wrz;2;3;03.mar;sty.83;3;4;2;3;mar.75;sty.95;lut.87;03.sie;sty.95;sty.75;2;01.sie;2;sty.66;-0.5;sty.84;2;-0.25;1.925;1.975;-0.25
I1;16.01.2005;Livorno;Messina;3;1;H;0;0;D;2;02.wrz;03.cze;lut.15;lut.85;03.maj;02.sty;02.wrz;03.cze;01.wrz;3;03.cze;2;3;03.kwi;02.maj;lut.88;mar.75;02.maj;02.sie;03.cze;2;sty.71;2;01.sie;02.sty;sty.61;-0.5;sty.76;02.sie;-0.25;01.sie;02.sty;-0.25
I1;16.01.2005;Milan;Udinese;3;1;H;1;1;D;01.maj;mar.75;7;sty.45;03.cze;lip.45;sty.45;03.cze;07.maj;01.maj;03.maj;05.kwi;sty.44;03.cze;06.maj;sty.44;mar.75;8;sty.44;03.maj;7;sty.75;sty.95;01.sie;2;02.gru;sty.47;-1.5;02.sty;sty.74;-1.25;02.sty;01.sie;-1.25
I1;16.01.2005;Parma;Lecce;2;1;H;0;0;D;01.wrz;03.sty;mar.75;sty.85;03.mar;03.wrz;sty.95;03.lut;mar.65;01.wrz;3;03.cze;sty.83;03.lut;mar.75;sty.91;03.lut;mar.75;02.maj;02.sie;03.cze;sty.55;lut.25;01.cze;02.mar;sty.95;sty.71;-0.5;01.lip;lut.14;-0.25;2.025;1.875;-0.5
I1;16.01.2005;Sampdoria;Bologna;0;0;D;0;0;D;sty.72;3;5;01.sie;02.wrz;5;sty.75;3;05.sty;sty.75;03.sty;04.lut;sty.73;lut.88;5;sty.73;03.sty;5;sty.72;3;04.sie;02.maj;sty.65;lut.25;sty.61;sty.75;sty.89;-0.5;2;sty.84;-0.75;2;01.wrz;-0.75
I1;19.01.2005;Messina;Atalanta;1;0;H;0;0;D;01.sie;03.sty;04.lut;01.sie;03.maj;04.cze;sty.75;03.sty;kwi.75;01.sie;3;4;01.sie;3;kwi.33;sty.75;03.sty;04.sie;sty.66;02.wrz;05.maj;2;sty.71;2;01.sie;sty.75;sty.88;-0.5;01.wrz;sty.94;-0.5;1.875;2.025;-0.5
I1;22.01.2005;Bologna;Cagliari;1;0;H;0;0;D;2;3;03.maj;02.maj;3;03.cze;2;03.sty;03.cze;sty.85;3;03.sie;sty.91;lut.88;4;02.sty;lut.88;03.cze;2;02.sie;mar.75;01.wrz;sty.79;2;01.sie;2;sty.67;-0.5;sty.78;02.cze;-0.25;sty.75;lut.15;-0.25
I1;22.01.2005;Inter;Chievo;1;1;D;0;0;D;sty.33;4;08.maj;sty.33;kwi.25;9;01.mar;04.maj;9;sty.37;03.lip;7;sty.33;mar.75;9;sty.33;04.lut;9;01.mar;4;09.maj;01.cze;lut.15;sty.65;02.lut;sty.81;sty.66;-1.5;01.wrz;sty.94;-1.25;sty.95;sty.95;-1.25
I1;23.01.2005;Fiorentina;Roma;1;2;A;1;1;D;lut.75;02.wrz;02.lip;lut.65;lut.95;02.cze;lut.65;02.wrz;lut.65;lut.55;02.wrz;lut.55;02.cze;3;02.maj;lut.75;lut.88;02.lip;02.cze;02.sie;02.cze;sty.85;sty.85;01.sie;2;lut.65;sty.38;-0.5;2;sty.84;0;02.maj;sty.85;0
I1;23.01.2005;Juventus;Brescia;2;0;H;2;0;H;sty.22;5;10;sty.25;5;10;sty.23;5;11;sty.22;04.sie;09.maj;sty.22;5;10;sty.22;05.maj;10;01.lut;5;11;sty.71;2;01.sie;2;sty.23;mar.44;-0.5;02.kwi;01.sie;-1.75;1.975;1.925;-1.75
I1;23.01.2005;Lazio;Sampdoria;1;2;A;0;2;A;lut.25;lut.87;03.sty;lut.25;02.sie;mar.35;02.lut;02.sie;03.kwi;02.sty;3;03.sty;02.lut;02.sie;03.lut;lut.25;lut.88;mar.25;lut.25;lut.75;03.lut;2;sty.71;2;01.sie;02.lut;sty.54;-0.5;sty.94;01.wrz;-0.25;1.975;1.925;-0.25
I1;23.01.2005;Lecce;Atalanta;1;0;H;1;0;H;sty.72;mar.25;kwi.33;sty.65;03.kwi;5;01.lip;03.lut;5;sty.75;03.sty;04.lut;sty.73;03.lut;kwi.33;01.lip;mar.25;5;sty.66;03.sty;5;01.cze;lut.15;01.cze;02.mar;01.lip;sty.95;-0.5;sty.74;02.sty;-0.5;1.775;2.125;-0.5
I1;23.01.2005;Livorno;Milan;1;0;H;1;0;H;05.maj;03.kwi;sty.57;cze.25;mar.35;sty.55;6;mar.35;sty.57;04.kwi;03.mar;sty.65;5;mar.25;sty.62;6;03.kwi;sty.57;6;mar.25;sty.53;sty.85;sty.85;2;01.sie;lut.15;sty.57;0.5;02.gru;sty.72;0.75;sty.85;02.maj;1
I1;23.01.2005;Messina;Parma;1;0;H;0;0;D;lut.25;lut.87;03.sty;lut.25;lut.85;03.mar;02.lut;02.sie;03.kwi;02.sty;02.wrz;03.lut;02.lut;3;3;02.lut;lut.88;03.kwi;02.maj;lut.87;03.maj;sty.95;sty.75;02.maj;sty.75;02.lut;sty.54;-0.5;2;sty.84;-0.25;2.025;1.875;-0.25
I1;23.01.2005;Siena;Palermo;0;0;D;0;0;D;lut.62;02.sie;lut.62;02.sie;02.lip;02.lip;lut.75;lut.65;lut.75;02.sie;02.sie;02.kwi;lut.62;02.sie;lut.62;lut.75;02.sie;lut.62;lut.62;lut.75;lut.62;lut.15;01.cze;lut.37;sty.55;lut.75;sty.35;-0.5;01.sie;02.kwi;0;sty.85;02.maj;0
I1;23.01.2005;Udinese;Reggina;0;2;A;0;1;A;sty.61;03.lut;05.maj;sty.65;03.maj;6;sty.63;03.lut;05.lip;01.cze;03.mar;04.sie;sty.57;03.lut;6;sty.62;03.lut;6;sty.57;03.sty;6;2;sty.71;2;01.sie;sty.63;02.maj;-0.5;01.sie;02.kwi;-0.75;1.825;2.075;-0.75
I1;29.01.2005;Chievo;Livorno;1;0;H;1;0;H;02.sty;3;mar.25;lut.15;lut.75;03.lip;lut.15;02.sie;03.cze;02.sty;02.wrz;03.lut;02.sty;lut.75;03.maj;02.sty;02.sie;mar.75;lut.15;02.sie;03.cze;;;02.maj;sty.75;;;;sty.78;02.cze;-0.25;01.sie;02.sty;-0.25
I1;29.01.2005;Parma;Udinese;1;0;H;1;0;H;lut.39;lut.89;lut.79;02.maj;lut.75;lut.95;02.maj;lut.85;lut.85;02.kwi;02.wrz;02.lip;02.maj;2.875;2.625;02.cze;02.sie;02.sie;02.maj;lut.85;lut.85;;;02.lut;sty.65;;;;01.sie;02.kwi;0;1.775;2.125;0
I1;30.01.2005;Atalanta;Juventus;1;2;A;0;1;A;07.maj;03.maj;sty.44;07.maj;mar.95;01.kwi;07.maj;mar.75;sty.43;06.lut;03.maj;sty.45;7;03.kwi;1.444;07.maj;03.cze;1.444;07.maj;mar.75;sty.43;;;02.lut;sty.65;;;;sty.88;sty.96;1;1.825;2.075;1
I1;30.01.2005;Brescia;Lecce;0;1;A;0;1;A;02.lut;3;03.sty;02.lut;03.sty;03.sty;lut.25;3;03.sty;02.lut;02.sie;03.sty;02.sty;3;03.lut;02.lut;3;03.lut;lut.25;3;03.sty;;;01.lip;02.sty;;;;sty.76;02.sie;-0.25;sty.85;02.maj;-0.25
I1;30.01.2005;Cagliari;Fiorentina;1;0;H;1;0;H;2;3;03.maj;2;lut.85;04.maj;2;02.wrz;03.wrz;2;02.sie;03.cze;1.833;2.875;4.333;1.909;2.875;04.maj;2;02.wrz;03.wrz;;;01.wrz;01.wrz;;;;02.lut;sty.82;-0.5;2.075;1.825;-0.5
I1;30.01.2005;Milan;Bologna;0;1;A;0;1;A;sty.25;04.maj;10;sty.25;kwi.75;11;sty.26;kwi.65;11;sty.35;4;7;01.mar;4;10;1.286;04.maj;10;sty.26;kwi.65;11;;;01.wrz;01.wrz;;;;sty.76;02.sie;-1.5;sty.85;02.maj;-1.5
I1;30.01.2005;Palermo;Inter;0;2;A;0;1;A;mar.39;lut.87;lut.29;03.mar;lut.95;02.lut;03.lut;02.wrz;lut.25;02.wrz;02.sie;02.mar;3;02.sie;02.mar;03.kwi;2.875;02.mar;03.lut;02.wrz;lut.25;;;02.maj;sty.75;;;;sty.88;sty.96;0.25;1.825;2.075;0.25
I1;30.01.2005;Reggina;Lazio;2;1;H;0;1;A;02.lut;3;03.sty;02.lut;02.wrz;mar.35;02.lut;02.wrz;03.mar;02.lut;02.sie;03.sty;02.sty;3;03.lut;02.lut;2.875;03.kwi;02.lut;02.wrz;03.mar;;;02.sty;01.lip;;;;02.sie;sty.76;-0.25;lut.15;sty.75;-0.25
I1;30.01.2005;Roma;Messina;3;2;H;0;2;A;sty.44;03.maj;07.maj;sty.45;mar.75;7;sty.45;mar.75;7;01.kwi;03.lip;06.maj;1.444;03.kwi;7;1.444;mar.75;7;sty.45;mar.75;7;;;01.lip;02.sty;;;;01.lip;lut.14;-1;1.925;1.975;-1.25
I1;30.01.2005;Sampdoria;Siena;1;1;D;0;0;D;sty.61;03.lut;05.maj;01.cze;mar.15;cze.25;sty.62;03.sty;cze.25;01.cze;03.lut;5;1.571;mar.25;05.maj;1.667;03.lut;05.maj;sty.62;03.sty;cze.25;;;02.mar;01.cze;;;;02.cze;sty.78;-0.75;01.wrz;2;-0.5
I1;02.02.2005;Fiorentina;Palermo;1;2;A;0;0;D;02.sty;02.sie;03.kwi;lut.25;lut.85;mar.25;02.lut;02.wrz;03.mar;02.lut;02.sie;03.sty;02.sty;02.sie;03.kwi;02.lut;lut.88;03.kwi;02.lut;lut.75;mar.25;lut.15;01.cze;02.mar;01.cze;02.lut;sty.54;-0.5;02.lut;sty.82;-0.25;1.975;1.925;-0.25
I1;02.02.2005;Inter;Atalanta;1;0;H;1;0;H;sty.25;04.maj;10;01.lut;maj.45;12;sty.25;5;10;sty.25;04.mar;10;sty.25;04.maj;10;sty.22;5;12;sty.22;5;09.maj;sty.65;02.maj;sty.75;02.maj;01.cze;sty.89;-1.5;01.sie;02.kwi;-1.5;1.825;2.075;-1.5
I1;02.02.2005;Juventus;Sampdoria;0;1;A;0;1;A;sty.36;4;7;01.kwi;mar.85;lip.95;sty.37;4;sie.25;sty.35;4;7;01.kwi;03.maj;8;01.kwi;4;08.maj;sty.36;mar.75;8;01.wrz;sty.79;02.maj;sty.75;sty.96;sty.55;-1.5;sty.96;sty.88;-1;1.975;1.925;-1
I1;02.02.2005;Lazio;Brescia;0;0;D;0;0;D;sty.72;03.lut;04.maj;01.sie;mar.15;04.kwi;01.sie;03.sty;04.maj;sty.65;03.sty;04.sie;sty.83;3;4;sty.75;mar.25;04.maj;01.lip;3;5;sty.85;sty.85;sty.95;sty.85;01.sie;sty.84;-0.5;sty.84;2;-0.5;1.875;2.025;-0.5
I1;02.02.2005;Lecce;Roma;1;1;D;0;0;D;02.sie;03.lut;02.lut;03.sty;03.sty;02.lut;03.lut;3;02.lut;3;02.wrz;02.lut;03.lut;3;02.sty;03.sty;3;lut.25;03.lut;02.sie;02.lut;sty.55;lut.25;sty.61;lut.25;sty.55;02.lut;0.5;2;sty.84;0.25;02.maj;sty.85;0.25
I1;02.02.2005;Livorno;Reggina;1;1;D;0;1;A;02.sty;lut.75;03.maj;lut.15;02.sie;03.cze;02.sty;02.wrz;03.cze;02.sty;02.wrz;03.lut;02.sty;02.sie;03.kwi;02.sty;lut.88;03.maj;02.sty;02.lip;03.cze;02.maj;sty.65;lut.37;sty.55;02.sty;sty.61;-0.5;sty.78;02.cze;-0.25;01.sie;02.sty;-0.25
I1;02.02.2005;Messina;Milan;1;4;A;1;2;A;kwi.33;03.lut;sty.72;kwi.75;mar.15;sty.75;5;03.sty;sty.73;04.cze;3;01.lip;5;lut.88;sty.73;5;03.sty;sty.73;5;3;01.lip;sty.95;sty.75;02.lut;sty.65;sty.91;sty.73;0.5;sty.76;02.sie;0.75;1.775;2.125;0.75
I1;02.02.2005;Siena;Cagliari;2;2;D;2;0;H;02.lut;lut.87;03.lut;lut.25;02.sie;mar.35;02.mar;02.wrz;03.sty;02.lut;02.sie;03.sty;02.lut;02.sie;03.lut;02.lut;lut.88;03.kwi;02.mar;02.sie;3;02.maj;sty.65;lut.37;sty.55;02.mar;01.maj;-0.5;01.sie;02.kwi;-0.25;01.sie;02.sty;-0.25
I1;02.02.2005;Udinese;Chievo;3;0;H;0;0;D;sty.72;03.lut;kwi.33;sty.75;3;05.sty;sty.73;03.sty;5;sty.75;3;04.kwi;sty.67;03.lut;5;sty.62;03.mar;05.maj;sty.57;03.mar;05.maj;2;sty.71;02.lut;sty.65;sty.73;sty.91;-0.5;sty.96;sty.88;-0.75;2.025;1.875;-0.75
I1;03.02.2005;Bologna;Parma;3;1;H;0;0;D;01.wrz;3;mar.75;lut.15;lut.85;03.maj;2;02.sie;04.sty;02.sty;02.sie;03.mar;sty.91;3;mar.75;2;lut.88;4;sty.83;lut.87;kwi.33;02.maj;sty.65;02.mar;01.cze;2;sty.66;-0.5;sty.92;sty.92;-0.25;sty.95;sty.95;-0.25
I1;05.02.2005;Palermo;Juventus;1;0;H;1;0;H;04.maj;3;01.sie;mar.65;03.maj;2;kwi.75;3;01.sie;03.cze;3;01.wrz;kwi.33;3;01.sie;04.maj;03.sty;01.sie;04.lut;3;01.sie;lut.15;01.cze;lut.38;sty.55;sty.84;01.sie;0.5;sty.82;02.lut;0.5;sty.85;02.maj;0.5
I1;05.02.2005;Sampdoria;Fiorentina;3;0;H;2;0;H;01.sie;03.sty;5;sty.95;lut.85;04.lut;sty.77;3;5;01.lip;03.sty;04.kwi;01.sie;3;kwi.33;01.sie;03.sty;5;sty.66;03.sty;5;lut.15;01.cze;02.mar;01.cze;sty.77;sty.88;-0.5;sty.98;sty.86;-0.5;1.975;1.925;-0.5
I1;06.02.2005;Atalanta;Livorno;1;0;H;1;0;H;lut.38;lut.88;lut.88;02.cze;03.maj;02.cze;02.maj;02.sie;02.wrz;02.maj;02.sie;02.lip;lut.75;3;lut.38;02.cze;lut.88;02.lip;02.maj;lut.75;02.sie;lut.15;01.cze;02.mar;01.cze;02.maj;sty.42;-0.5;01.sie;02.kwi;0;1.825;2.075;0
I1;06.02.2005;Brescia;Udinese;0;1;A;0;0;D;lut.88;lut.88;lut.38;02.wrz;lut.85;02.maj;3;02.sie;lut.45;02.lip;02.sie;02.maj;02.sie;lut.88;lut.38;3;lut.88;02.kwi;02.sie;lut.87;02.kwi;02.maj;sty.65;02.lut;sty.65;sty.45;lut.45;0.5;02.gru;sty.72;0;2.174;1.725;0
I1;06.02.2005;Cagliari;Lecce;3;1;H;1;1;D;sty.66;03.lut;5;sty.65;mar.45;kwi.85;sty.65;03.kwi;5;01.lip;03.sty;04.kwi;sty.67;03.sty;5;sty.62;03.mar;05.maj;sty.72;3;04.sie;sty.65;02.maj;01.lip;02.sty;sty.65;02.lut;-0.5;sty.78;02.cze;-0.75;1.875;2.025;-0.75
I1;06.02.2005;Chievo;Messina;1;0;H;1;0;H;2;lut.88;mar.75;sty.95;02.wrz;kwi.15;2;02.wrz;mar.95;01.sie;02.wrz;04.lut;sty.83;lut.88;kwi.33;sty.91;lut.88;kwi.33;sty.83;3;4;2;sty.71;02.lut;sty.65;2;sty.67;-0.5;sty.94;01.wrz;-0.5;2;01.wrz;-0.5
I1;06.02.2005;Milan;Lazio;2;1;H;0;0;D;01.kwi;4;9;01.mar;04.cze;9;sty.43;mar.65;8;01.kwi;03.lip;06.maj;01.kwi;mar.75;7;sty.36;04.lut;9;sty.36;mar.75;8;sty.71;2;01.wrz;01.wrz;02.sie;sty.48;-1.5;sty.88;sty.96;-1.25;1.875;2.025;-1.25
I1;06.02.2005;Parma;Inter;2;2;D;1;0;H;03.maj;3;2;03.maj;mar.15;2;03.cze;02.wrz;02.sty;03.kwi;02.wrz;2;03.lut;3;02.sty;4;lut.87;2;mar.75;02.wrz;sty.95;sty.95;sty.75;2;01.sie;sty.61;02.sty;0.5;sty.78;02.cze;0.5;02.sty;01.sie;0.25
I1;06.02.2005;Reggina;Siena;3;3;D;1;2;A;sty.72;3;5;sty.85;3;04.kwi;01.sie;3;kwi.75;sty.75;3;04.kwi;01.sie;lut.88;04.maj;01.sie;lut.88;5;01.lip;3;5;02.maj;sty.65;lut.38;sty.55;01.sie;sty.84;-0.5;sty.96;sty.88;-0.5;2;01.wrz;-0.5
I1;06.02.2005;Roma;Bologna;1;1;D;1;0;H;sty.61;03.lut;05.maj;sty.55;03.mar;06.cze;sty.63;03.mar;05.maj;01.cze;03.lut;5;sty.67;03.sty;5;sty.57;03.kwi;6;sty.61;03.sty;05.maj;sty.65;02.maj;sty.85;sty.95;sty.63;02.cze;-0.5;sty.86;sty.98;-0.75;1.875;2.025;-0.75
I1;12.02.2005;Inter;Roma;2;0;H;1;0;H;sty.83;03.sty;kwi.75;01.sie;mar.15;04.kwi;sty.85;03.sty;kwi.25;01.wrz;02.wrz;03.sie;sty.83;3;4;sty.85;03.sty;04.cze;01.wrz;lut.87;4;sty.65;02.maj;sty.75;02.maj;sty.85;sty.79;-0.5;sty.84;2;-0.5;1.925;1.975;-0.5
I1;12.02.2005;Lazio;Atalanta;2;1;H;1;1;D;sty.57;03.kwi;05.maj;01.maj;mar.45;7;sty.57;03.kwi;6;01.maj;03.kwi;05.cze;01.maj;03.kwi;6;sty.53;03.kwi;06.maj;01.maj;03.mar;06.maj;sty.85;sty.85;;;sty.57;lut.17;-0.5;02.kwi;01.sie;-1;2.125;1.775;-1
I1;13.02.2005;Bologna;Palermo;1;1;D;0;1;A;lut.25;02.sie;mar.25;02.kwi;lut.85;3;02.mar;02.sie;mar.25;02.lut;02.sie;03.sty;02.lut;02.sie;03.lut;lut.25;lut.88;mar.25;lut.15;lut.75;03.kwi;lut.15;01.cze;lut.37;sty.55;02.mar;01.maj;-0.5;2;sty.84;-0.25;02.maj;sty.85;-0.25
I1;13.02.2005;Brescia;Cagliari;2;0;H;1;0;H;02.mar;lut.87;3;lut.25;02.wrz;mar.25;lut.35;02.wrz;3;02.mar;02.sie;02.wrz;02.mar;02.sie;3;02.mar;02.sie;03.lut;lut.37;02.lip;3;02.maj;sty.65;02.lut;sty.65;lut.35;sty.47;-0.5;2;sty.84;-0.25;2.025;1.875;-0.25
I1;13.02.2005;Fiorentina;Parma;2;1;H;0;0;D;02.sty;3;mar.25;lut.15;lut.95;03.kwi;lut.15;02.wrz;mar.45;02.sty;02.sie;03.mar;02.sty;3;03.lut;02.sty;lut.88;03.cze;02.sty;lut.87;03.mar;2;sty.71;02.lut;sty.65;lut.15;sty.58;-0.5;sty.84;2;-0.25;01.wrz;2;-0.25
I1;13.02.2005;Juventus;Udinese;2;1;H;1;0;H;01.maj;03.maj;6;01.maj;03.maj;cze.75;01.maj;03.cze;06.maj;01.maj;03.maj;05.kwi;01.maj;03.kwi;6;01.maj;03.kwi;7;01.maj;03.mar;06.maj;sty.95;sty.75;sty.95;sty.85;01.maj;lut.32;-0.5;02.cze;sty.78;-1;02.sty;01.sie;-1
I1;13.02.2005;Lecce;Chievo;3;0;H;1;0;H;02.sty;3;mar.25;02.sty;03.sty;03.mar;02.sty;03.sty;03.mar;02.sty;02.sie;03.mar;02.sty;3;03.lut;02.sty;3;03.kwi;2;lut.87;03.cze;sty.65;02.maj;01.lip;02.sty;02.sty;01.cze;-0.5;01.sie;02.kwi;-0.25;1.825;2.075;-0.25
I1;13.02.2005;Livorno;Sampdoria;1;0;H;0;0;D;lut.62;02.sie;lut.62;lut.75;02.wrz;lut.55;lut.75;02.sie;lut.65;02.cze;02.sie;02.cze;02.maj;3;02.cze;lut.75;02.sie;lut.62;02.cze;02.sie;02.cze;lut.25;sty.55;lut.37;sty.55;sty.39;lut.65;0.5;sty.96;sty.88;0;2;01.wrz;0
I1;13.02.2005;Reggina;Milan;0;1;A;0;1;A;6;mar.25;sty.66;05.maj;03.lut;sty.65;maj.25;03.sty;01.lip;04.kwi;3;sty.75;5;03.lut;sty.67;6;03.lut;sty.67;05.maj;03.sty;sty.61;sty.95;sty.75;lut.16;sty.67;sty.95;01.lip;0.5;2;sty.84;0.75;02.maj;sty.85;0.75
I1;13.02.2005;Siena;Messina;2;2;D;0;1;A;02.sty;lut.87;03.kwi;2;02.wrz;mar.95;02.sty;02.wrz;03.cze;02.sty;02.sie;03.mar;02.sty;02.sie;03.maj;02.maj;lut.88;mar.75;02.sty;lut.75;03.maj;2;sty.71;lut.15;sty.67;02.sty;sty.61;-0.5;02.kwi;01.sie;-0.5;01.sie;02.sty;-0.25
I1;19.02.2005;Messina;Juventus;0;0;D;0;0;D;5;03.lut;sty.66;05.lut;03.mar;sty.65;5;03.mar;sty.68;04.kwi;03.sty;01.lip;5;03.lut;sty.67;05.maj;mar.25;sty.62;05.maj;03.sty;sty.61;01.wrz;sty.79;02.maj;sty.75;sty.99;sty.68;0.5;2;sty.84;0.75;02.maj;sty.85;0.75
I1;19.02.2005;Milan;Cagliari;1;0;H;0;0;D;01.mar;04.maj;12;sty.25;5;10;sty.25;5;10;01.mar;04.lut;8;01.mar;4;9;sty.29;kwi.75;10.maj;sty.28;kwi.33;08.maj;sty.65;02.maj;01.lip;02.sty;;;;sty.98;sty.86;-1.5;2.025;1.875;-1.5
I1;19.02.2005;Udinese;Inter;1;1;D;0;0;D;3;3;lut.25;mar.25;lut.95;02.lut;03.lut;02.wrz;lut.25;02.sie;02.sie;02.kwi;03.lut;02.sie;02.lut;3;lut.88;lut.38;02.wrz;02.wrz;02.mar;01.wrz;sty.79;2;01.sie;sty.52;lut.25;0.5;01.sie;02.kwi;0.25;1.775;2.125;0.25
I1;20.02.2005;Atalanta;Bologna;2;0;H;1;0;H;lut.87;lut.75;02.maj;02.sie;lut.85;lut.55;02.wrz;02.wrz;lut.45;02.sie;02.sie;02.kwi;lut.75;3;lut.38;02.sie;lut.88;02.maj;02.lip;3;lut.37;lut.15;01.cze;lut.37;sty.55;sty.45;lut.45;0.5;sty.74;02.sty;0.25;sty.75;lut.15;0.25
I1;20.02.2005;Chievo;Lazio;0;1;A;0;0;D;lut.25;lut.87;03.sty;02.kwi;02.wrz;lut.95;02.mar;lut.85;03.lut;02.mar;02.lip;3;02.lut;02.sie;03.lut;02.mar;02.wrz;03.sty;02.lut;lut.87;03.sty;sty.95;sty.75;02.maj;sty.75;02.mar;sty.51;-0.5;02.sie;sty.76;-0.25;02.sty;01.sie;-0.25
I1;20.02.2005;Palermo;Lecce;3;2;H;2;1;H;sty.72;03.lut;04.maj;01.lip;mar.25;04.wrz;01.lip;03.lut;5;01.lip;03.sty;04.kwi;sty.67;mar.25;04.maj;01.lip;03.lut;5;sty.72;3;04.sie;sty.75;sty.95;01.sie;2;01.lip;sty.95;-0.5;sty.72;02.gru;-0.5;1.975;1.925;-0.75
